Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,29,BUF,NBA,SG,6,NA,85,4.1,7.6,0.533,1.5,2,0.75,1.5,2.5,4.1,6.6,0,0.5,4.1,9.7,NA,NA,101
1974-75,30,CHI,NBA,SG,13,NA,202,2.9,8.5,0.343,1.7,1.9,0.875,1,2.4,3.4,2.7,1.7,0.2,4.9,7.6,NA,NA,97
Career,NA,,NBA,,19,NA,287,3.3,8.2,0.417,1.6,2,0.776,1.2,2.5,3.6,4,1.2,0.3,4.6,8.2,NA,NA,98
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHI,NBA,,13,NA,202,2.9,8.5,0.408,1.7,1.9,0.846,1,2.4,3.4,2.7,1.7,0.2,4.9,7.6,NA,NA,97
1 season,NA,BUF,NBA,,6,NA,85,4.1,7.6,0.533,1.5,2,0.75,1.5,2.5,4.1,6.6,0,0.5,4.1,9.7,NA,NA,101
4 seasons,NA,PHI,NBA,,0,NA,0,NA,NA,0.41,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
