Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,PHI,NBA,SG,15,NA,16.8,1.7,4.3,0.406,0.9,1.1,0.765,NA,NA,2,1.5,NA,NA,2.2,4.3
1967-68,23,PHI,NBA,SG,13,NA,25.2,2.3,6.1,0.38,1.5,2.1,0.741,NA,NA,3.3,2.3,NA,NA,3,6.2
1968-69,24,PHI,NBA,SF,5,NA,20,2.2,5.4,0.407,0.8,1,0.8,NA,NA,2.4,1.6,NA,NA,2.4,5.2
1969-70,25,PHI,NBA,SG,2,NA,11.5,3,4,0.75,0.5,0.5,1,NA,NA,1.5,0.5,NA,NA,0.5,6.5
1970-71,26,CHI,NBA,SG,6,NA,13.8,1.3,2.3,0.571,0.7,0.8,0.8,NA,NA,1.3,2,NA,NA,1.3,3.3
1973-74,29,BUF,NBA,SG,6,NA,14.2,1.3,2.5,0.533,0.5,0.7,0.75,0.5,0.8,1.3,2.2,0,0.2,1.3,3.2
1974-75,30,CHI,NBA,SG,13,NA,15.5,0.9,2.7,0.343,0.5,0.6,0.875,0.3,0.8,1.1,0.8,0.5,0.1,1.5,2.4
Career,NA,,NBA,,60,NA,17.9,1.7,4,0.417,0.9,1.1,0.776,0.4,0.8,2,1.6,0.4,0.1,2,4.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,PHI,NBA,,35,NA,20.1,2.1,5.1,0.41,1.1,1.4,0.76,NA,NA,2.5,1.8,NA,NA,2.4,5.3
2 seasons,NA,CHI,NBA,,19,NA,15,1.1,2.6,0.408,0.6,0.7,0.846,0.3,0.8,1.2,1.2,0.5,0.1,1.5,2.7
1 season,NA,BUF,NBA,,6,NA,14.2,1.3,2.5,0.533,0.5,0.7,0.75,0.5,0.8,1.3,2.2,0,0.2,1.3,3.2
