,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,20,IND,NBA,SG,12,115,53%,47%,,,,-0.4,+1.0,7,4,6,5,4,2,44,2,5
2011-12,21,IND,NBA,SG,42,442,5%,94%,1%,,,-3.9,-8.3,18,7,8,5,9,2,101,1,9
2012-13,22,IND,NBA,SG,78,2278,,95%,4%,,,+8.8,+9.5,58,24,54,13,38,16,515,11,34
2013-14,23,IND,NBA,SG,78,2752,2%,93%,5%,,,+5.5,+2.6,109,50,65,31,85,21,809,28,44
2014-15,24,CHO,NBA,SG,61,1573,2%,37%,61%,,,-7.1,-6.0,66,36,38,13,58,13,539,24,29
2015-16,25,TOT,NBA,SF,69,1372,,22%,69%,9%,,-2.2,-3.9,32,33,50,10,51,7,299,11,30
2015-16,25,LAC,NBA,SF,43,680,,8%,78%,14%,,-1.6,-7.3,22,11,31,6,14,1,135,2,8
2015-16,25,MEM,NBA,SF,26,692,1%,35%,61%,4%,,-2.7,-0.5,10,22,19,4,37,6,164,9,22
2016-17,26,TOT,NBA,SG,18,361,1%,55%,44%,,,+1.1,+2.2,15,5,11,5,7,2,142,3,1
2016-17,26,NOP,NBA,SG,6,162,,10%,89%,1%,,-3.3,-1.4,6,1,5,4,5,1,69,2,0
2016-17,26,MIN,NBA,SG,6,67,,78%,22%,,,-7.7,-6.7,3,1,1,0,0,1,12,0,0
2016-17,26,IND,NBA,SG,6,132,2%,97%,1%,,,+11.6,+12.2,6,3,5,1,2,0,61,1,1
2017-18,27,IND,NBA,SG,82,1850,,38%,62%,,,-2.8,-8.3,82,19,46,17,55,10,520,12,33
2018-19,28,LAL,NBA,SG,68,1123,2%,33%,51%,14%,,-4.6,-3.9,49,20,45,11,33,2,321,7,18
Career,,,NBA,,508,11866,2%,62%,34%,2%,,+0.8,-0.7,436,198,323,110,340,75,3290,99,203
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,IND,NBA,,298,7569,2%,80%,18%,,,+3.9,+1.5,280,107,184,72,193,51,2050,55,126
1 season,,LAL,NBA,,68,1123,2%,33%,51%,14%,,-4.6,-3.9,49,20,45,11,33,2,321,7,18
1 season,,CHO,NBA,,61,1573,2%,37%,61%,,,-7.1,-6.0,66,36,38,13,58,13,539,24,29
1 season,,LAC,NBA,,43,680,,8%,78%,14%,,-1.6,-7.3,22,11,31,6,14,1,135,2,8
1 season,,MEM,NBA,,26,692,1%,35%,61%,4%,,-2.7,-0.5,10,22,19,4,37,6,164,9,22
1 season,,MIN,NBA,,6,67,,78%,22%,,,-7.7,-6.7,3,1,1,0,0,1,12,0,0
1 season,,NOP,NBA,,6,162,,10%,89%,1%,,-3.3,-1.4,6,1,5,4,5,1,69,2,0
