,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,21,IND,NBA,SG,4,12,,59%,41%,,,-58.3,-61.5,1,0,0,1,0,0,2,0,1
2012-13,22,IND,NBA,SG,19,673,1%,94%,5%,,,+6.2,+21.4,18,7,13,10,16,5,150,3,9
2013-14,23,IND,NBA,SG,19,705,,95%,5%,,,+1.9,+11.2,22,15,10,7,22,3,181,7,14
2015-16,25,MEM,NBA,SF,4,95,,44%,48%,8%,,-19.2,+10.5,0,3,3,0,3,1,15,1,3
2016-17,26,IND,NBA,SG,4,107,19%,78%,4%,,,+4.3,+18.0,2,1,5,1,3,0,24,2,1
2017-18,27,IND,NBA,SG,7,149,,36%,64%,,,+0.4,-10.6,5,1,5,3,5,0,46,1,3
Career,,,NBA,,57,1741,2%,85%,13%,,,+2.0,+13.2,48,27,36,22,49,9,418,14,31
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,IND,NBA,,53,1646,2%,88%,10%,,,+3.2,+13.3,48,24,33,22,46,8,403,13,28
1 season,,MEM,NBA,,4,95,,44%,48%,8%,,-19.2,+10.5,0,3,3,0,3,1,15,1,3
