Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Bernard James,,1.2,0.5,0.1
Eric Fernsten,91.2,1.2,0.5,0
Daniel Santiago,88.0,1.2,0.6,0
Keith Closs,84.9,1.1,0.6,0.2
Pétur Guðmundsson,80.7,1.4,0.6,0.3
Rich Johnson,77.4,1.2,0.9,0.1
Josh Harrellson,74.5,1.4,0.7,0
Steve Hayes,73.0,1.2,0.9,0.3
Dick Cunningham,72.9,1.2,1,0
Kosta Koufos,72.1,1.3,0.2,0
Bill Wennington,71.8,0.9,0.5,0.4
