,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,CIN,NBA,,12,,,,,,7,10,,,,,,,,,29
1970-71,24,CLE,NBA,,11,18,,,,,7,10,,,13,5,,,,6,26
1971-72,25,TOT,NBA,,7,,,,,,7,11,,,,,,,,,15
1971-72,25,CLE,NBA,,4,8,,,,,1,3,,,7,2,,,,2,8
1971-72,25,NYK,NBA,,7,,,,,,7,11,,,,,,,,,15
1972-73,26,NYK,NBA,,0,0,,,,,0,0,,,1,0,,,,2,0
1972-73,26,MMT,ABA,,9,,0,,,,6,8,,,,,,,,,20
1973-74,27,PHI,NBA,,1,,,,,,5,7,,,,,,,,,5
Career,,,TOT,,12,,,,,,7,11,,,,,,,,,29
,,,NBA,,12,,,,,,7,11,,,,,,,,,29
,,,ABA,,9,,0,,,,6,8,,,,,,,,,20
,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,CLE,NBA,,11,18,,,,,7,10,,,13,5,,,,6,26
1 Season,,CIN,NBA,,12,,,,,,7,10,,,,,,,,,29
2 Seasons,,NYK,NBA,,7,,,,,,7,11,,,,,,,,,15
1 Season,,MMT,ABA,,9,,0,,,,6,8,,,,,,,,,20
1 Season,,PHI,NBA,,1,,,,,,5,7,,,,,,,,,5
