,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1960-61,24,PHW,NBA,,11,,9,10,,,6,22
1961-62,25,PHW,NBA,,11,,8,,,,,28
1962-63,26,SFW,NBA,,10,,7,,,,,27
1963-64,27,SFW,NBA,,13,,7,12,,,6,33
1964-65,28,SFW,NBA,,10,20,12,18,9,9,6,32
1965-66,29,SFW,NBA,,11,,6,9,,,,22
1966-67,30,SFW,NBA,,10,,6,7,,,,26
1967-68,31,SFW,NBA,,11,18,7,11,9,17,6,23
1968-69,32,SFW,NBA,,9,19,6,9,12,11,6,21
1969-70,33,SFW,NBA,,7,13,8,9,7,8,5,22
1970-71,34,SFW,NBA,,5,,3,7,,,,11
Career,,,,,13,,12,,,,,33
