Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,24,HOU,NBA,PG,1,1,18:00,1,8,0.125,0,1,0,1,2,0.5,1,2,3,2,0,2,1,3
2002-03,25,HOU,NBA,PG,1,1,32:00,9,12,0.75,2,3,0.667,0,0,NA,1,2,9,0,0,3,1,20
2003-04,26,HOU,NBA,PG,1,1,23:06,6,9,0.667,1,2,0.5,0,0,NA,1,4,4,0,0,1,1,13
Career,NA,,NBA,,3,3,73,16,29,0.552,3,6,0.5,1,2,0.5,3,8,16,2,0,6,3,36
