Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Perry Jones,,1.5,0.2,0
Michael Bradley,93.0,1.5,0.1,0
Ron Riley,92.3,1.6,0.2,0
Brian Evans,90.4,1.5,0.1,0.1
Damian Jones,88.5,1.5,0.1,0
Mario Bennett,83.1,1.5,0.5,0
Josh McRoberts,81.3,1.5,0.4,0.1
Roy Rogers,81.1,1.4,0.4,-0.1
Stephen Howard,80.9,1.3,0.2,0.1
Kris Humphries,77.6,1.5,0.2,-0.3
Damjan Rudež,77.2,1.3,0.1,0.1
