,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,22,KEN,ABA,,7,,0,,,,3,6,,,,,,,,,15
1973-74,23,KEN,ABA,,7,,1,,,,5,7,,,,,,,,,14
1974-75,24,KEN,ABA,,8,,1,,,,4,9,,,,,,,,,16
1975-76,25,KEN,ABA,,7,,1,,,,6,6,,,,,,,,,16
Career,,,,,8,,1,,,,6,9,,,,,,,,,16
