,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,22,KEN,ABA,,7,,0,,,,2,3,,,,,,,,,15
1973-74,23,KEN,ABA,,5,,0,,,,2,4,,,,,,,,,12
1974-75,24,KEN,ABA,,4,,0,,,,4,5,,,,,,,,,11
1975-76,25,KEN,ABA,,4,,0,,,,3,4,,,,,,,,,9
Career,,,,,7,,0,,,,4,5,,,,,,,,,15
