,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,23,DAL,NBA,PF,6,25,,,18%,64%,18%,-0.5,-5.0,0,0,1,1,0,0,3,0,1
2006-07,24,GSW,NBA,PF,4,6,,,,90%,10%,-9.1,-10.7,0,0,0,0,1,0,0,0,0
2008-09,26,LAL,NBA,PF,14,73,,,7%,89%,5%,-20.4,-30.3,0,2,3,1,1,0,9,0,2
2009-10,27,LAL,NBA,PF,13,40,,,,98%,2%,-17.6,-22.5,0,0,5,1,1,0,3,0,0
2010-11,28,ATL,NBA,PF,9,48,,,,85%,15%,+5.4,+11.4,0,1,4,0,0,0,2,0,1
Career,,,NBA,,46,192,,,5%,86%,9%,-10.4,-14.3,0,3,13,3,3,0,17,0,4
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAL,NBA,,27,113,,,4%,92%,4%,-19.4,-27.5,0,2,8,2,2,0,12,0,2
1 season,,ATL,NBA,,9,48,,,,85%,15%,+5.4,+11.4,0,1,4,0,0,0,2,0,1
1 season,,DAL,NBA,,6,25,,,18%,64%,18%,-0.5,-5.0,0,0,1,1,0,0,3,0,1
1 season,,GSW,NBA,,4,6,,,,90%,10%,-9.1,-10.7,0,0,0,0,1,0,0,0,0
