Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,22,TOT,NBA,SG,53,NA,NA,NA,NA,0.393,NA,NA,0.578,NA,NA,NA,NA
1949-50,22,MNL,NBA,SG,22,NA,NA,NA,NA,0.4,NA,NA,0.524,NA,NA,NA,NA
1949-50,22,INO,NBA,SG,31,NA,NA,NA,NA,0.39,NA,NA,0.591,NA,NA,NA,NA
1950-51,23,INO,NBA,SG,63,NA,NA,NA,NA,0.336,NA,NA,0.694,NA,NA,NA,NA
1951-52,24,INO,NBA,SG,55,NA,1903,4.2,10.4,0.401,4.4,5.8,0.75,4.7,2.6,3.2,12.7
1952-53,25,INO,NBA,SG,67,NA,2468,3.3,9.4,0.352,3.9,5.2,0.746,4.1,3,3.8,10.5
1953-54,26,PHW,NBA,SG,64,NA,2067,2.4,6.8,0.352,2.5,3.6,0.704,4.5,3.8,3.5,7.3
1954-55,27,FTW,NBA,SG,68,NA,820,2.5,7.1,0.348,2.4,3.9,0.614,6.8,5.8,5,7.3
Career,NA,,NBA,,370,NA,7258,3.2,8.7,0.362,3.4,4.7,0.708,4.7,3.4,3.7,9.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,INO,NBA,,216,NA,4371,3.7,9.8,0.364,4.1,5.5,0.722,4.4,2.8,3.5,11.4
1 season,NA,FTW,NBA,,68,NA,820,2.5,7.1,0.348,2.4,3.9,0.614,6.8,5.8,5,7.3
1 season,NA,PHW,NBA,,64,NA,2067,2.4,6.8,0.352,2.5,3.6,0.704,4.5,3.8,3.5,7.3
1 season,NA,MNL,NBA,,22,NA,NA,NA,NA,0.4,NA,NA,0.524,NA,NA,NA,NA
