,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,22,TOT,NBA,,7,,6,10,,,,19
1949-50,22,MNL,NBA,,6,,3,4,,,,12
1949-50,22,INO,NBA,,7,,6,10,,,,19
1950-51,23,INO,NBA,,8,,6,,,,,20
1951-52,24,INO,NBA,,9,,10,14,,,6,26
1952-53,25,INO,NBA,,8,,9,11,,,,23
1953-54,26,PHW,NBA,,9,,9,,,,6,22
1954-55,27,FTW,NBA,,5,,4,4,,,6,13
Career,,,,,9,,10,,,,,26
4 Seasons,,INO,NBA,,9,,10,,,,,26
1 Season,,FTW,NBA,,5,,4,4,,,6,13
1 Season,,PHW,NBA,,9,,9,,,,6,22
1 Season,,MNL,NBA,,6,,3,4,,,,12
