Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1978-79,22,SDC,NBA,SG,72,1195,16.1,0.514,NA,0.143,4.3,4.5,4.4,10.5,1.6,0.1,12,26.2,NA,1.7,0.1,1.8,0.072,NA,0.6,-2.2,-1.5,0.1
1979-80,23,SDC,NBA,SG,82,2118,19.4,0.527,0.095,0.177,5.1,4.7,4.9,13.3,1.6,0.2,10.6,30.5,NA,3.8,0.2,4.1,0.092,NA,2.8,-2.3,0.5,1.3
1980-81,24,SDC,NBA,SG,82,1976,20.2,0.524,0.102,0.215,4.2,3.3,3.8,14.9,2.2,0.1,9.9,34.6,NA,3.1,0.9,4,0.096,NA,3.1,-1.9,1.2,1.6
1981-82,25,TOT,NBA,SG,60,997,15.4,0.517,0.151,0.266,2.7,4.7,3.7,14.3,1.4,0,13.3,33.2,NA,0.4,0,0.4,0.02,NA,0.1,-3.2,-3.2,-0.3
1981-82,25,SDC,NBA,SG,37,808,16.4,0.531,0.144,0.273,3,4.4,3.7,13.6,1.3,0,13.4,33.4,NA,0.6,-0.2,0.5,0.028,NA,0.8,-3.7,-2.9,-0.2
1981-82,25,ATL,NBA,SG,23,189,11.2,0.453,0.182,0.236,1.2,6,3.6,17.2,1.6,0,12.9,32,NA,-0.2,0.2,-0.1,-0.018,NA,-3.1,-1.4,-4.5,-0.1
1982-83,26,UTA,NBA,SG,18,210,5.9,0.411,0.069,0.248,1.5,6.6,4.1,6.6,1.3,0.2,9.7,23.1,NA,-0.3,0.1,-0.2,-0.05,NA,-5.6,-1.7,-7.3,-0.4
1985-86,29,WSB,NBA,SG,9,110,12.5,0.463,0.209,0.254,3.9,7.8,5.9,10.5,3.1,0.5,14.9,33.2,NA,-0.2,0.1,-0.1,-0.034,NA,-1.8,-0.4,-2.1,0
Career,NA,,NBA,,323,6606,17.9,0.519,0.091,0.2,4.2,4.4,4.3,13.2,1.8,0.1,11.1,31.2,NA,8.4,1.6,10,0.072,NA,1.7,-2.2,-0.5,2.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SDC,NBA,,273,6097,18.6,0.524,0.088,0.197,4.4,4.2,4.3,13.3,1.8,0.1,11,31.4,NA,9.2,1.1,10.3,0.081,NA,2.2,-2.3,-0.1,2.9
1 season,NA,ATL,NBA,,23,189,11.2,0.453,0.182,0.236,1.2,6,3.6,17.2,1.6,0,12.9,32,NA,-0.2,0.2,-0.1,-0.018,NA,-3.1,-1.4,-4.5,-0.1
1 season,NA,UTA,NBA,,18,210,5.9,0.411,0.069,0.248,1.5,6.6,4.1,6.6,1.3,0.2,9.7,23.1,NA,-0.3,0.1,-0.2,-0.05,NA,-5.6,-1.7,-7.3,-0.4
1 season,NA,WSB,NBA,,9,110,12.5,0.463,0.209,0.254,3.9,7.8,5.9,10.5,3.1,0.5,14.9,33.2,NA,-0.2,0.1,-0.1,-0.034,NA,-1.8,-0.4,-2.1,0
