,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1962-63,23,STL,NBA,,9,17,,,,,7,9,,,15,,,,,6,21
1963-64,24,STL,NBA,,9,,,,,,9,12,,,,,,,,6,24
1964-65,25,STL,NBA,,11,16,,,,,6,8,,,17,1,,,,6,26
1965-66,26,STL,NBA,,14,25,,,,,8,10,,,19,4,,,,6,36
1966-67,27,STL,NBA,,8,15,,,,,12,15,,,,,,,,5,28
1967-68,28,STL,NBA,,14,25,,,,,18,21,,,22,4,,,,6,46
1968-69,29,ATL,NBA,,14,30,,,,,6,10,,,20,5,,,,5,31
1970-71,31,UTS,ABA,,18,,0,,,,13,14,,,,,,,,,40
1971-72,32,UTS,ABA,,10,,0,,,,10,12,,,,,,,,,25
1972-73,33,UTS,ABA,,11,,0,,,,7,10,,,,,,,,,27
1973-74,34,UTS,ABA,,13,,0,,,,8,10,,,,,,,,,27
Career,,,TOT,,18,,,,,,18,21,,,,,,,,,46
,,,NBA,,14,,,,,,18,21,,,,,,,,6,46
,,,ABA,,18,,0,,,,13,14,,,,,,,,,40
,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,"ATL,STL",NBA,,14,,,,,,18,21,,,,,,,,6,46
4 Seasons,,UTS,ABA,,18,,0,,,,13,14,,,,,,,,,40
