,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1962-63,23,STL,NBA,,11,,,,,,9,,,,,,,,,,27
1963-64,24,STL,NBA,,13,,,,,,12,16,,,,,,,,,38
1964-65,25,STL,NBA,,15,30,,,,,11,15,,,22,,,,,,34
1965-66,26,STL,NBA,,17,,,,,,12,14,,,,,,,,,39
1966-67,27,STL,NBA,,16,,,,,,12,12,,,,,,,,,38
1967-68,28,STL,NBA,,17,,,,,,20,23,,,,,,,,,42
1968-69,29,ATL,NBA,,15,,,,,,12,16,,,,,,,,,36
1970-71,31,UTS,ABA,,17,,1,,,,14,17,,,,,,,,,47
1971-72,32,UTS,ABA,,24,,0,,,,15,19,,,,,,,,,63
1972-73,33,UTS,ABA,,14,,0,,,,15,19,,,,,,,,,35
1973-74,34,UTS,ABA,,13,,0,,,,9,10,,,,,,,,,30
1974-75,35,LAL,NBA,,8,,,,,,8,9,,,,,,,,,19
Career,,,TOT,,24,,,,,,20,,,,,,,,,,63
,,,NBA,,17,,,,,,20,,,,,,,,,,42
,,,ABA,,24,,1,,,,15,19,,,,,,,,,63
,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,"ATL,STL",NBA,,17,,,,,,20,,,,,,,,,,42
4 Seasons,,UTS,ABA,,24,,1,,,,15,19,,,,,,,,,63
1 Season,,LAL,NBA,,8,,,,,,8,9,,,,,,,,,19
