Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,22,LAL,NBA,SF,81,NA,21.6,3.6,7.8,0.459,1.2,1.6,0.769,NA,NA,4.1,1.6,NA,NA,NA,1.5,8.4
1971-72,23,LAL,NBA,SF,80,NA,38.1,8,16.6,0.482,2.7,3.5,0.791,NA,NA,6.5,2.6,NA,NA,NA,2.6,18.8
1972-73,24,LAL,NBA,SF,81,NA,36.5,8.1,17.7,0.458,2.8,3.3,0.845,NA,NA,5.5,2.7,NA,NA,NA,2.2,18.9
1973-74,25,BUF,NBA,SF,82,NA,40.5,7.3,14.8,0.494,4,4.6,0.858,2.6,4.8,7.4,3.1,1.6,0.3,NA,2.3,18.6
1974-75,26,BUF,NBA,SF,62,NA,34.4,5.6,11.2,0.499,3.1,3.7,0.84,2,4.2,6.2,2.5,1.1,0.2,NA,2.1,14.3
1975-76,27,BUF,NBA,SF,74,NA,35.3,6.6,12.4,0.536,2.5,3,0.858,1.8,3.5,5.3,2.8,1.2,0.2,NA,1.9,15.8
1976-77,28,NYK,NBA,SF,67,NA,32.2,4.4,9.6,0.464,1,1.3,0.779,1,3.6,4.6,2.1,0.9,0.1,NA,1.5,9.9
1977-78,29,NYK,NBA,SF,81,NA,24.4,3.6,7.7,0.462,1.4,1.7,0.858,1,2.6,3.6,2.5,0.9,0.2,1.3,1.4,8.5
1978-79,30,POR,NBA,SF,23,NA,12.1,1.4,3.2,0.446,0.7,0.9,0.81,0.7,1,1.7,1.4,0.4,0.1,0.7,0.8,3.6
Career,NA,,NBA,,631,NA,32.1,5.8,12,0.482,2.3,2.8,0.832,1.6,3.6,5.3,2.5,1.1,0.2,1.2,1.9,13.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,242,NA,32,6.6,14,0.468,2.2,2.8,0.808,NA,NA,5.4,2.3,NA,NA,NA,2.1,15.3
3 seasons,NA,BUF,NBA,,218,NA,37,6.6,13,0.509,3.2,3.8,0.853,2.2,4.2,6.4,2.8,1.3,0.3,NA,2.1,16.4
2 seasons,NA,NYK,NBA,,148,NA,27.9,4,8.5,0.463,1.2,1.5,0.827,1,3,4,2.3,0.9,0.1,1.3,1.5,9.1
1 season,NA,POR,NBA,,23,NA,12.1,1.4,3.2,0.446,0.7,0.9,0.81,0.7,1,1.7,1.4,0.4,0.1,0.7,0.8,3.6
