Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,22,LAL,NBA,SF,12,NA,522,5.4,12.5,0.436,1.6,2.3,0.676,NA,NA,4.5,1.5,NA,NA,NA,1.9,12.5
1971-72,23,LAL,NBA,SF,15,NA,624,6.5,14.6,0.447,3.5,4,0.857,NA,NA,4.9,1.3,NA,NA,NA,2.5,16.5
1972-73,24,LAL,NBA,SF,17,NA,630,8.2,17.5,0.466,3.1,4.3,0.733,NA,NA,4.7,2.1,NA,NA,NA,2.3,19.5
1973-74,25,BUF,NBA,SF,6,NA,224,6.1,14.8,0.413,1.8,2.6,0.688,3.9,4.7,8.5,1.9,0.6,0.2,NA,2.3,14
1974-75,26,BUF,NBA,SF,7,NA,240,5.9,12.9,0.453,1.9,2.1,0.929,1.5,3.6,5.1,2.1,1.6,0.3,NA,1.8,13.6
1975-76,27,BUF,NBA,SF,9,NA,348,6.3,13.3,0.473,3.4,3.9,0.868,1.1,2.7,3.8,2,1.4,0.4,NA,3,16
1977-78,29,NYK,NBA,SF,6,NA,134,6.4,14.2,0.453,1.3,1.6,0.833,2.4,3.2,5.6,3,1.9,0,1.9,0.8,14.2
Career,NA,,NBA,,72,NA,2722,6.6,14.6,0.451,2.6,3.3,0.791,2.1,3.5,5,1.8,1.4,0.3,1.9,2.2,15.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,44,NA,1776,6.8,15,0.452,2.8,3.6,0.771,NA,NA,4.7,1.6,NA,NA,NA,2.3,16.4
3 seasons,NA,BUF,NBA,,22,NA,812,6.1,13.6,0.45,2.5,3,0.838,2,3.5,5.5,2,1.3,0.3,NA,2.4,14.8
1 season,NA,NYK,NBA,,6,NA,134,6.4,14.2,0.453,1.3,1.6,0.833,2.4,3.2,5.6,3,1.9,0,1.9,0.8,14.2
