Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,22,LAL,NBA,SF,81,NA,1747,6,13,0.459,2.1,2.7,0.769,NA,NA,6.8,2.7,NA,NA,NA,2.5,14
1971-72,23,LAL,NBA,SF,80,NA,3050,7.6,15.7,0.482,2.6,3.3,0.791,NA,NA,6.2,2.5,NA,NA,NA,2.5,17.7
1972-73,24,LAL,NBA,SF,81,NA,2953,8,17.4,0.458,2.7,3.2,0.845,NA,NA,5.4,2.7,NA,NA,NA,2.1,18.7
1973-74,25,BUF,NBA,SF,82,NA,3322,6.5,13.2,0.494,3.5,4.1,0.858,2.3,4.3,6.6,2.8,1.4,0.3,NA,2,16.5
1974-75,26,BUF,NBA,SF,62,NA,2132,5.9,11.7,0.499,3.3,3.9,0.84,2.1,4.4,6.5,2.6,1.2,0.3,NA,2.2,15
1975-76,27,BUF,NBA,SF,74,NA,2610,6.8,12.7,0.536,2.6,3,0.858,1.8,3.5,5.4,2.8,1.2,0.2,NA,1.9,16.2
1976-77,28,NYK,NBA,SF,67,NA,2158,5,10.7,0.464,1.1,1.4,0.779,1.1,4,5.1,2.3,1.1,0.1,NA,1.7,11.1
1977-78,29,NYK,NBA,SF,81,NA,1977,5.2,11.3,0.462,2.1,2.4,0.858,1.5,3.8,5.3,3.7,1.4,0.3,1.9,2.1,12.6
1978-79,30,POR,NBA,SF,23,NA,278,4.3,9.6,0.446,2.2,2.7,0.81,2.1,3,5.1,4.3,1.3,0.4,2.1,2.3,10.7
Career,NA,,NBA,,631,NA,20227,6.5,13.4,0.482,2.6,3.1,0.832,1.8,4,5.9,2.8,1.3,0.2,1.9,2.1,15.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,LAL,NBA,,242,NA,7750,7.4,15.8,0.468,2.5,3.1,0.808,NA,NA,6,2.6,NA,NA,NA,2.4,17.3
3 seasons,NA,BUF,NBA,,218,NA,8064,6.4,12.6,0.509,3.2,3.7,0.853,2.1,4.1,6.2,2.8,1.3,0.2,NA,2,16
2 seasons,NA,NYK,NBA,,148,NA,4135,5.1,11,0.463,1.6,1.9,0.827,1.3,3.9,5.2,3,1.2,0.2,1.9,1.9,11.8
1 season,NA,POR,NBA,,23,NA,278,4.3,9.6,0.446,2.2,2.7,0.81,2.1,3,5.1,4.3,1.3,0.4,2.1,2.3,10.7
