Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1987-88,22,CLE,NBA,C,1,0,15:00,6,7,0.857,0,0,NA,0,0,NA,0,3,1,0,1,0,4,12
1988-89,23,CLE,NBA,C,1,0,15:00,0,3,0,0,0,NA,0,0,NA,2,3,0,1,0,1,0,0
1990-91,25,CLE,NBA,C,1,0,12:00,3,7,0.429,0,0,NA,2,3,0.667,3,5,1,0,0,0,3,8
1991-92,26,CLE,NBA,C,1,0,15:00,3,8,0.375,0,0,NA,0,0,NA,3,6,1,1,0,3,0,6
1992-93,27,CLE,NBA,C,1,0,19:00,3,4,0.75,0,0,NA,2,4,0.5,1,7,0,0,0,0,0,8
Career,NA,,NBA,,5,0,76,15,29,0.517,0,0,NA,4,7,0.571,9,24,3,2,1,4,7,34
