,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1986-87,21,CLE,NBA,,13,22,0,0,13,22,13,16,6,13,16,13,5,4,8,6,33,34.5
1987-88,22,CLE,NBA,,15,22,0,1,15,22,14,18,6,12,17,11,3,4,8,6,44,34.5
1988-89,23,CLE,NBA,,14,22,1,1,14,22,13,16,7,16,17,9,3,3,8,6,36,29.3
1989-90,24,CLE,NBA,,12,19,0,1,12,19,12,14,5,14,16,7,3,3,7,6,30,27.9
1990-91,25,CLE,NBA,,15,25,0,1,15,25,12,14,7,20,24,8,4,3,8,6,38,32.4
1991-92,26,CLE,NBA,,14,24,0,1,14,24,15,16,7,14,17,11,3,6,8,6,32,36.4
1992-93,27,CLE,NBA,,14,23,1,2,14,23,14,18,9,13,17,11,3,4,6,5,37,35.7
1993-94,28,CLE,NBA,,11,18,0,0,11,18,14,14,7,16,19,8,3,3,6,6,28,26.7
Career,,,,,15,25,1,2,15,25,15,18,9,20,24,13,5,6,8,6,44,36.4
