Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1976-77,21,POR,NBA,SG,16,NA,436,6.7,13.6,0.489,NA,NA,NA,6.7,13.6,0.489,3.9,5.4,0.717,1,2.4,3.4,5.3,2.9,0.3,NA,3.3,17.2,NA,NA,97
1977-78,22,POR,NBA,SG,6,NA,201,8.6,18.7,0.461,NA,NA,NA,8.6,18.7,0.461,3.9,5.7,0.696,0.7,1.7,2.5,3.2,0.2,0.5,2.7,3.7,21.2,NA,97,107
1980-81,25,IND,NBA,PG,2,NA,74,8.8,22,0.4,0,0.6,0,8.8,21.3,0.412,7.5,8.2,0.923,1.3,3.8,5,6.9,1.3,0,0.6,3.8,25.1,NA,119,109
1982-83,27,ATL,NBA,SG,3,NA,113,9.2,22.9,0.404,0,0.4,0,9.2,22.4,0.412,4,4.4,0.9,0.4,1.8,2.2,11.9,0,0,2.2,2.6,22.4,NA,101,108
1983-84,28,ATL,NBA,PG,5,NA,131,8.6,21.6,0.4,0,0,NA,8.6,21.6,0.4,2.4,2.4,1,0.8,3.1,3.9,9.4,0.4,0,1.6,3.9,19.6,NA,102,115
1984-85,29,CLE,NBA,PG,3,0,50,11.3,15.1,0.75,0,0.9,0,11.3,14.2,0.8,3.8,4.7,0.8,0.9,4.7,5.7,14.2,4.7,0,1.9,4.7,26.5,NA,153,106
1985-86,30,ATL,NBA,SG,8,0,65,6.7,18.6,0.36,0,0,NA,6.7,18.6,0.36,3,3,1,1.5,3,4.5,11.1,1.5,0,3.7,4.5,16.3,NA,94,115
Career,NA,,NBA,,43,0,1070,7.9,17.3,0.454,0,0.3,0,7.9,17.2,0.458,3.9,5,0.781,0.9,2.5,3.4,6.9,1.7,0.2,1.2,3.5,19.7,NA,105,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,POR,NBA,,22,NA,637,7.2,15.1,0.478,NA,NA,NA,7.2,15.1,0.478,3.9,5.5,0.711,0.9,2.2,3.1,4.7,2.1,0.4,0.8,3.4,18.4,NA,97,100
3 seasons,NA,ATL,NBA,,16,0,309,8.4,21.4,0.394,0,0.2,0,8.4,21.2,0.397,3.1,3.2,0.95,0.8,2.6,3.4,10.7,0.5,0,2.3,3.6,19.9,NA,100,113
1 season,NA,CLE,NBA,,3,0,50,11.3,15.1,0.75,0,0.9,0,11.3,14.2,0.8,3.8,4.7,0.8,0.9,4.7,5.7,14.2,4.7,0,1.9,4.7,26.5,NA,153,106
1 season,NA,IND,NBA,,2,NA,74,8.8,22,0.4,0,0.6,0,8.8,21.3,0.412,7.5,8.2,0.923,1.3,3.8,5,6.9,1.3,0,0.6,3.8,25.1,NA,119,109
