Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1976-77,21,POR,NBA,SG,79,NA,1451,234,531,0.441,NA,NA,NA,234,531,0.441,0.441,166,209,0.794,62,64,126,148,41,11,NA,128,634
1977-78,22,POR,NBA,SG,82,NA,2188,343,756,0.454,NA,NA,NA,343,756,0.454,0.454,188,227,0.828,65,108,173,217,81,14,151,173,874
1978-79,23,IND,NBA,PG,79,NA,2971,565,1240,0.456,NA,NA,NA,565,1240,0.456,0.456,314,396,0.793,70,121,191,453,95,22,214,177,1444
1979-80,24,IND,NBA,PG,82,NA,2912,496,1159,0.428,4,42,0.095,492,1117,0.44,0.43,304,352,0.864,102,124,226,440,110,23,202,178,1300
1980-81,25,IND,NBA,PG,76,NA,2536,426,917,0.465,4,33,0.121,422,884,0.477,0.467,238,299,0.796,56,114,170,480,95,14,167,179,1094
1981-82,26,IND,NBA,SG,82,70,2664,538,1153,0.467,5,27,0.185,533,1126,0.473,0.469,315,394,0.799,72,106,178,346,76,11,186,176,1396
1982-83,27,ATL,NBA,SG,53,33,1465,258,567,0.455,5,18,0.278,253,549,0.461,0.459,164,206,0.796,37,91,128,315,43,7,114,100,685
1983-84,28,ATL,NBA,PG,75,72,2079,354,800,0.443,0,8,0,354,792,0.447,0.443,217,256,0.848,53,86,139,326,62,6,134,146,925
1984-85,29,CLE,NBA,PG,76,30,1920,337,791,0.426,12,46,0.261,325,745,0.436,0.434,255,300,0.85,35,84,119,426,43,4,152,136,941
1985-86,30,TOT,NBA,SG,66,7,1014,148,344,0.43,3,13,0.231,145,331,0.438,0.435,118,138,0.855,8,47,55,217,37,4,78,76,417
1985-86,30,CLE,NBA,SG,39,0,612,102,237,0.43,2,11,0.182,100,226,0.442,0.435,67,79,0.848,6,30,36,105,24,4,40,44,273
1985-86,30,ATL,NBA,SG,27,7,402,46,107,0.43,1,2,0.5,45,105,0.429,0.435,51,59,0.864,2,17,19,112,13,0,38,32,144
Career,NA,,NBA,,750,212,21200,3699,8258,0.448,33,187,0.176,3666,8071,0.454,0.45,2279,2777,0.821,560,945,1505,3368,683,116,1398,1469,9710
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,IND,NBA,,319,70,11083,2025,4469,0.453,13,102,0.127,2012,4367,0.461,0.455,1171,1441,0.813,300,465,765,1719,376,70,769,710,5234
2 seasons,NA,POR,NBA,,161,NA,3639,577,1287,0.448,NA,NA,NA,577,1287,0.448,0.448,354,436,0.812,127,172,299,365,122,25,151,301,1508
3 seasons,NA,ATL,NBA,,155,112,3946,658,1474,0.446,6,28,0.214,652,1446,0.451,0.448,432,521,0.829,92,194,286,753,118,13,286,278,1754
2 seasons,NA,CLE,NBA,,115,30,2532,439,1028,0.427,14,57,0.246,425,971,0.438,0.434,322,379,0.85,41,114,155,531,67,8,192,180,1214
