Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1976-77,21,POR,NBA,SG,79,NA,1451,5.8,13.2,0.441,NA,NA,NA,5.8,13.2,0.441,4.1,5.2,0.794,1.5,1.6,3.1,3.7,1,0.3,NA,3.2,15.7
1977-78,22,POR,NBA,SG,82,NA,2188,5.6,12.4,0.454,NA,NA,NA,5.6,12.4,0.454,3.1,3.7,0.828,1.1,1.8,2.8,3.6,1.3,0.2,2.5,2.8,14.4
1978-79,23,IND,NBA,PG,79,NA,2971,6.8,15,0.456,NA,NA,NA,6.8,15,0.456,3.8,4.8,0.793,0.8,1.5,2.3,5.5,1.2,0.3,2.6,2.1,17.5
1979-80,24,IND,NBA,PG,82,NA,2912,6.1,14.3,0.428,0,0.5,0.095,6.1,13.8,0.44,3.8,4.4,0.864,1.3,1.5,2.8,5.4,1.4,0.3,2.5,2.2,16.1
1980-81,25,IND,NBA,PG,76,NA,2536,6,13,0.465,0.1,0.5,0.121,6,12.5,0.477,3.4,4.2,0.796,0.8,1.6,2.4,6.8,1.3,0.2,2.4,2.5,15.5
1981-82,26,IND,NBA,SG,82,70,2664,7.3,15.6,0.467,0.1,0.4,0.185,7.2,15.2,0.473,4.3,5.3,0.799,1,1.4,2.4,4.7,1,0.1,2.5,2.4,18.9
1982-83,27,ATL,NBA,SG,53,33,1465,6.3,13.9,0.455,0.1,0.4,0.278,6.2,13.5,0.461,4,5.1,0.796,0.9,2.2,3.1,7.7,1.1,0.2,2.8,2.5,16.8
1983-84,28,ATL,NBA,PG,75,72,2079,6.1,13.9,0.443,0,0.1,0,6.1,13.7,0.447,3.8,4.4,0.848,0.9,1.5,2.4,5.6,1.1,0.1,2.3,2.5,16
1984-85,29,CLE,NBA,PG,76,30,1920,6.3,14.8,0.426,0.2,0.9,0.261,6.1,14,0.436,4.8,5.6,0.85,0.7,1.6,2.2,8,0.8,0.1,2.8,2.5,17.6
1985-86,30,TOT,NBA,SG,66,7,1014,5.3,12.2,0.43,0.1,0.5,0.231,5.1,11.8,0.438,4.2,4.9,0.855,0.3,1.7,2,7.7,1.3,0.1,2.8,2.7,14.8
1985-86,30,CLE,NBA,SG,39,0,612,6,13.9,0.43,0.1,0.6,0.182,5.9,13.3,0.442,3.9,4.6,0.848,0.4,1.8,2.1,6.2,1.4,0.2,2.4,2.6,16.1
1985-86,30,ATL,NBA,SG,27,7,402,4.1,9.6,0.43,0.1,0.2,0.5,4,9.4,0.429,4.6,5.3,0.864,0.2,1.5,1.7,10,1.2,0,3.4,2.9,12.9
Career,NA,,NBA,,750,212,21200,6.3,14,0.448,0.1,0.5,0.176,6.2,13.7,0.454,3.9,4.7,0.821,1,1.6,2.6,5.7,1.2,0.2,2.5,2.5,16.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,IND,NBA,,319,70,11083,6.6,14.5,0.453,0.1,0.5,0.127,6.5,14.2,0.461,3.8,4.7,0.813,1,1.5,2.5,5.6,1.2,0.2,2.5,2.3,17
2 seasons,NA,POR,NBA,,161,NA,3639,5.7,12.7,0.448,NA,NA,NA,5.7,12.7,0.448,3.5,4.3,0.812,1.3,1.7,3,3.6,1.2,0.2,2.5,3,14.9
3 seasons,NA,ATL,NBA,,155,112,3946,6,13.4,0.446,0.1,0.3,0.214,5.9,13.2,0.451,3.9,4.8,0.829,0.8,1.8,2.6,6.9,1.1,0.1,2.6,2.5,16
2 seasons,NA,CLE,NBA,,115,30,2532,6.2,14.6,0.427,0.2,0.8,0.246,6,13.8,0.438,4.6,5.4,0.85,0.6,1.6,2.2,7.5,1,0.1,2.7,2.6,17.3
