,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,21,MEM,NBA,SG,82,3120,.438,15.4,.705,.209,.096,.109,.292,.295,.461,.496,.447,.393,.465,.384,.281,.029,36,.807,.161,.410,3,0
2009-10,22,MEM,NBA,SG,82,3113,.458,14.5,.700,.265,.096,.085,.254,.300,.490,.653,.336,.420,.402,.383,.470,.025,29,.816,.220,.474,4,0
2010-11,23,MEM,NBA,SG,71,1869,.407,16.6,.647,.153,.127,.080,.286,.353,.431,.605,.358,.433,.369,.364,.534,.011,8,.917,.307,.407,5,0
2011-12,24,MEM,NBA,SG,66,1771,.408,16.1,.626,.198,.115,.079,.234,.374,.434,.568,.353,.259,.419,.364,.365,.014,9,.810,.178,.367,1,0
2012-13,25,DAL,NBA,SG,82,2913,.449,15.8,.660,.191,.104,.119,.246,.340,.471,.587,.458,.418,.413,.407,.364,.019,19,.824,.181,.413,0,0
2013-14,26,MIL,NBA,SG,52,1346,.407,17.3,.587,.151,.104,.120,.213,.413,.433,.554,.333,.455,.385,.370,.429,.004,1,.786,.141,.469,2,0
2014-15,27,MIL,NBA,SG,71,1697,.422,15.6,.605,.200,.108,.110,.187,.395,.465,.621,.421,.403,.359,.357,.624,.013,9,.919,.430,.437,1,0
2015-16,28,MIL,NBA,SG,41,1090,.371,17.4,.495,.150,.081,.100,.165,.505,.421,.479,.192,.375,.509,.321,.522,.000,0,.962,.278,.244,0,0
Career,,,NBA,,547,16919,.429,15.8,.651,.200,.104,.100,.247,.349,.459,.581,.384,.400,.414,.373,.423,.017,111,.844,.231,.411,16,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MEM,NBA,,301,9873,.433,15.5,.678,.213,.105,.091,.269,.322,.460,.582,.377,.385,.420,.375,.400,.021,82,.832,.211,.420,13,0
3 seasons,,MIL,NBA,,164,4133,.406,16.6,.576,.172,.101,.111,.191,.424,.446,.576,.352,.417,.395,.353,.540,.007,10,.881,.294,.398,3,0
1 season,,DAL,NBA,,82,2913,.449,15.8,.660,.191,.104,.119,.246,.340,.471,.587,.458,.418,.413,.407,.364,.019,19,.824,.181,.413,0,0
