,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,21,MEM,NBA,SG,82,3120,8%,91%,1%,,,-6.9,-5.5,104,85,87,20,91,13,576,19,75
2009-10,22,MEM,NBA,SG,82,3113,,98%,1%,,,-1.4,+1.0,93,50,74,13,95,15,531,29,59
2010-11,23,MEM,NBA,SG,71,1869,23%,65%,12%,,,+2.1,-0.6,60,26,56,7,47,6,320,12,43
2011-12,24,MEM,NBA,SG,66,1771,4%,80%,17%,,,+0.5,-4.2,56,35,61,18,57,9,365,9,36
2012-13,25,DAL,NBA,SG,82,2913,,97%,3%,,,-2.1,-5.4,107,72,93,16,87,14,795,17,51
2013-14,26,MIL,NBA,SG,52,1346,2%,87%,12%,,,-14.1,-7.9,55,25,53,10,29,6,248,5,35
2014-15,27,MIL,NBA,SG,71,1697,,78%,22%,,,-1.7,-4.2,65,33,57,12,45,3,429,13,29
2015-16,28,MIL,NBA,SG,41,1090,3%,60%,35%,3%,,-2.1,+2.7,43,15,45,9,14,8,257,3,17
Career,,,NBA,,547,16919,5%,86%,9%,,,-3.1,-3.1,583,341,526,105,465,74,3521,107,345
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MEM,NBA,,301,9873,8%,86%,6%,,,-2.2,-2.3,313,196,278,58,290,43,1792,69,213
3 seasons,,MIL,NBA,,164,4133,1%,76%,22%,1%,,-5.8,-3.6,163,73,155,31,88,17,934,21,81
1 season,,DAL,NBA,,82,2913,,97%,3%,,,-2.1,-5.4,107,72,93,16,87,14,795,17,51
