Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1981-82,28,DEN,NBA,SF,1,0,12:00,2,6,0.333,0,0,NA,0,0,NA,2,5,1,1,0,1,2,4
1982-83,29,DEN,NBA,SF,1,1,23:00,7,14,0.5,0,0,NA,0,1,0,2,4,0,1,2,1,2,14
1983-84,30,DEN,NBA,SF,1,1,19:00,6,8,0.75,0,0,NA,1,1,1,0,0,2,1,1,3,2,13
1984-85,31,DEN,NBA,SF,1,0,14:00,0,3,0,0,0,NA,0,0,NA,1,2,1,0,0,2,1,0
1985-86,32,DEN,NBA,SF,1,0,16:00,8,12,0.667,0,0,NA,0,0,NA,1,1,2,0,1,0,0,16
1986-87,33,DEN,NBA,SF,1,0,13:00,0,6,0,0,0,NA,0,0,NA,0,0,1,0,0,2,1,0
1987-88,34,DEN,NBA,SF,1,1,22:00,5,10,0.5,0,0,NA,0,0,NA,2,3,4,1,0,0,0,10
1988-89,35,DEN,NBA,SF,1,1,29:00,8,13,0.615,0,0,NA,0,0,NA,1,3,4,2,0,3,0,16
Career,NA,,NBA,,8,4,148,36,72,0.5,0,0,NA,1,2,0.5,9,18,15,6,4,12,8,73
