Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1963-64,23,NYK,NBA,PG,5,,11.8,2.6,6.0,.433,,,,2.6,6.0,.433,.433,0.6,1.6,.375,,,1.2,1.2,,0.8,5.8
1964-65,24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1965-66,25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1966-67,26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1967-68,27,INA,ABA,PG,71,,17.5,2.4,5.5,.437,0.0,0.1,.200,2.4,5.5,.440,.438,2.1,3.1,.682,,,2.7,1.8,1.1,1.5,7.0
1968-69,28,INA,ABA,PG,10,,27.2,3.1,6.7,.463,0.0,0.0,,3.1,6.7,.463,.463,3.0,4.7,.638,1.0,2.4,3.4,2.1,2.0,2.7,9.2
Career,NA,,TOT,,86,,18.3,2.5,5.7,.440,0.0,0.1,.200,2.5,5.7,.442,.441,2.2,3.2,.665,1.0,2.4,2.7,1.8,1.2,1.6,7.2
,NA,,ABA,,81,,18.7,2.5,5.7,.440,0.0,0.1,.200,2.5,5.6,.443,.441,2.2,3.3,.674,1.0,2.4,2.8,1.9,1.2,1.7,7.3
,NA,,NBA,,5,,11.8,2.6,6.0,.433,,,,2.6,6.0,.433,.433,0.6,1.6,.375,,,1.2,1.2,,0.8,5.8
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,NA,INA,ABA,,81,,18.7,2.5,5.7,.440,0.0,0.1,.200,2.5,5.6,.443,.441,2.2,3.3,.674,1.0,2.4,2.8,1.9,1.2,1.7,7.3
1 season,NA,NYK,NBA,,5,,11.8,2.6,6.0,.433,,,,2.6,6.0,.433,.433,0.6,1.6,.375,,,1.2,1.2,,0.8,5.8
