Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1963-64,23,NYK,NBA,PG,5,59,11.9,0.433,NA,0.267,NA,NA,NA,NA,NA,NA,NA,0,0,0,-0.017
1967-68,27,INA,ABA,PG,71,1241,14.8,0.505,0.013,0.566,NA,NA,7,14.8,13.5,17.1,NA,1.8,1,2.9,0.11
1968-69,28,INA,ABA,PG,10,272,9.3,0.525,0,0.701,NA,NA,5.4,9.6,18.6,14.1,NA,0.3,0.2,0.5,0.092
Career,NA,,TOT,,86,1572,13.8,0.504,0.01,0.566,NA,NA,6.7,13.8,14.3,16.6,NA,2.1,1.3,3.4,0.102
,NA,,ABA,,81,1513,13.9,0.508,0.011,0.586,NA,NA,6.7,13.8,14.3,16.6,NA,2.1,1.3,3.4,0.107
,NA,,NBA,,5,59,11.9,0.433,NA,0.267,NA,NA,NA,NA,NA,NA,NA,0,0,0,-0.017
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INA,ABA,,81,1513,13.9,0.508,0.011,0.586,NA,NA,6.7,13.8,14.3,16.6,NA,2.1,1.3,3.4,0.107
1 season,NA,NYK,NBA,,5,59,11.9,0.433,NA,0.267,NA,NA,NA,NA,NA,NA,NA,0,0,0,-0.017
