Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1997-98,21,BOS,NBA,PF,1,0,15:00,2,8,0.25,0,3,0,0,0,NA,1,3,3,1,0,1,0,4
2001-02,25,BOS,NBA,PF,1,1,16:00,3,8,0.375,2,4,0.5,0,0,NA,0,2,1,1,0,2,1,8
2002-03,26,BOS,NBA,PF,1,0,9:00,2,4,0.5,1,3,0.333,1,2,0.5,0,1,0,0,0,1,0,6
Career,NA,,NBA,,3,1,40,7,20,0.35,3,10,0.3,1,2,0.5,1,6,4,2,0,4,1,18
