,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,25,BOS,NBA,PF,16,703,,,7%,69%,24%,+3.0,+0.2,17,21,21,10,24,0,111,4,22
2002-03,26,BOS,NBA,PF,10,440,,,1%,71%,28%,+0.6,+10.5,14,10,11,7,9,0,97,2,13
2003-04,27,DAL,NBA,PF,5,140,,,,89%,11%,-1.4,-5.4,5,2,3,0,4,0,28,1,5
2004-05,28,BOS,NBA,PF,6,224,,,4%,88%,8%,-4.7,-10.5,6,3,4,5,6,0,32,1,8
2005-06,29,MIA,NBA,PF,23,862,,,46%,54%,1%,+4.1,-1.8,17,11,32,10,24,7,118,4,19
2006-07,30,MIA,NBA,PF,4,92,,,,91%,9%,+3.5,+29.1,1,0,1,3,6,2,13,1,1
Career,,,NBA,,64,2461,,,18%,68%,14%,+2.0,+1.1,60,47,72,35,73,9,399,13,68
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,BOS,NBA,,32,1367,,,4%,73%,23%,+0.9,+1.8,37,34,36,22,39,0,240,7,43
2 seasons,,MIA,NBA,,27,954,,,41%,57%,1%,+4.0,+1.2,18,11,33,13,30,9,131,5,20
1 season,,DAL,NBA,,5,140,,,,89%,11%,-1.4,-5.4,5,2,3,0,4,0,28,1,5
