Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
James Wilkes,,1.1,0.8,0.1
Dickey Simpkins,87.2,1.2,0.7,0.1
Josh Powell,85.9,1.1,0.7,0.3
Dontonio Wingfield,84.3,0.9,0.9,0
Ben McDonald,82.5,1.3,0.7,0.2
James Michael McAdoo,81.6,1.1,0.8,0.5
Frank Brickowski,81.3,1.1,1,0.4
Jerome Lane,80.8,1.2,0.6,0.1
Michael Ruffin,80.6,1,0.6,0
Timothé Luwawu-Cabarrot,80.0,0.8,0.8,0.2
Chris Johnson,79.9,1.4,0.8,0.2
