Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Ernie Calverley,,5.5,0.7,-0.5
Micheal Williams,92.8,5.7,0.7,-0.2
Terry Rozier,86.0,5.6,1.4,-0.3
Terry Dehere,85.4,5,0.5,-0.4
Elliot Perry,85.0,5.2,0.3,-0.4
Mahmoud Abdul-Rauf,81.3,5.1,0.6,-1
Don Chaney,80.6,5.9,-0.1,-0.5
Smush Parker,80.5,5.8,0.1,-0.1
Scott Burrell,79.4,5.6,1.1,0.5
Craig Hodges,78.7,6,0.8,0.5
Lance Stephenson,78.7,5.5,-0.2,-0.3
