Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,23,BOS,NBA,C,11,NA,441,5.8,12.7,0.455,NA,NA,NA,5.8,12.7,0.455,2.3,3.8,0.596,NA,NA,12.4,2.7,NA,NA,NA,4.1,13.9
1972-73,24,BOS,NBA,C,13,NA,598,7.8,16.4,0.473,NA,NA,NA,7.8,16.4,0.473,1.6,2.5,0.659,NA,NA,13,2.9,NA,NA,NA,3.3,17.2
1973-74,25,BOS,NBA,C,18,NA,772,7.5,17.3,0.435,NA,NA,NA,7.5,17.3,0.435,2.2,2.8,0.797,2.8,8.4,11.2,3.1,1,0.8,NA,4,17.2
1974-75,26,BOS,NBA,C,11,NA,479,7.6,17.7,0.428,NA,NA,NA,7.6,17.7,0.428,1.7,2,0.885,3.7,9.9,13.6,3.5,1.4,0.5,NA,3.8,16.9
1975-76,27,BOS,NBA,C,18,NA,798,7,15.4,0.457,NA,NA,NA,7,15.4,0.457,3,3.9,0.759,3.9,9.4,13.4,3.7,1,0.6,NA,3.8,17.1
1976-77,28,BOS,NBA,C,9,NA,379,6.3,14.1,0.446,NA,NA,NA,6.3,14.1,0.446,1.6,2.1,0.773,2.8,10,12.7,3.4,0.8,1.2,NA,3.5,14.2
1979-80,31,BOS,NBA,C,9,NA,301,5.9,12.3,0.476,0,0.2,0,5.9,12.1,0.485,1.2,1.3,0.909,2.2,5.7,7.9,2.5,1.1,0.8,1,4.4,12.9
Career,NA,,NBA,,89,NA,3768,7,15.5,0.451,0,0.2,0,7,15.5,0.451,2.1,2.8,0.744,3.2,8.9,12.3,3.2,1,0.7,1,3.8,16.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,BOS,NBA,,89,NA,3768,7,15.5,0.451,0,0.2,0,7,15.5,0.451,2.1,2.8,0.744,3.2,8.9,12.3,3.2,1,0.7,1,3.8,16.1
