Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1975-76,22,MIL,NBA,PF,65,NA,948,114,248,0.46,56,97,0.577,97,166,263,37,9,42,154,284
1976-77,23,TOT,NBA,PF,9,NA,52,5,19,0.263,3,7,0.429,10,6,16,3,0,4,12,13
1976-77,23,IND,NBA,PF,2,NA,21,3,7,0.429,1,4,0.25,4,3,7,3,0,2,5,7
1976-77,23,BUF,NBA,PF,2,NA,7,0,3,0,2,3,0.667,0,3,3,0,0,0,2,2
1976-77,23,POR,NBA,PF,5,NA,24,2,9,0.222,0,0,NA,6,0,6,0,0,2,5,4
Career,NA,,NBA,,74,NA,1000,119,267,0.446,59,104,0.567,107,172,279,40,9,46,166,297
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MIL,NBA,,65,NA,948,114,248,0.46,56,97,0.577,97,166,263,37,9,42,154,284
1 season,NA,POR,NBA,,5,NA,24,2,9,0.222,0,0,NA,6,0,6,0,0,2,5,4
1 season,NA,IND,NBA,,2,NA,21,3,7,0.429,1,4,0.25,4,3,7,3,0,2,5,7
1 season,NA,BUF,NBA,,2,NA,7,0,3,0,2,3,0.667,0,3,3,0,0,0,2,2
