,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,23,DEN,NBA,SG,22,179,40%,43%,16%,1%,,+8.1,+5.1,4,5,8,2,4,0,81,1,4
2012-13,24,DEN,NBA,PG,4,28,100%,,,,,+13.7,+8.5,1,0,1,0,1,0,4,0,0
2013-14,25,TOR,NBA,SG,21,120,79%,21%,,,,-20.8,-25.2,4,1,7,0,1,0,30,1,0
2017-18,29,CHO,NBA,SG,23,175,2%,41%,58%,,,+8.5,+8.6,4,1,14,0,0,3,62,0,1
Career,,,NBA,,70,502,39%,35%,26%,,,+1.6,-0.7,13,7,30,2,6,3,177,2,5
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DEN,NBA,,26,207,48%,37%,13%,1%,,+8.9,+5.5,5,5,9,2,5,0,85,1,4
1 season,,CHO,NBA,,23,175,2%,41%,58%,,,+8.5,+8.6,4,1,14,0,0,3,62,0,1
1 season,,TOR,NBA,,21,120,79%,21%,,,,-20.8,-25.2,4,1,7,0,1,0,30,1,0
