,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,23,IND,NBA,PG,5,88,.421,11.0,.947,.421,.053,.000,.474,.053,.444,.375,1.000,,.444,.000,.375,.000,0,,.000,,0,0
2002-03,24,IND,NBA,PG,6,185,.571,14.4,.629,.257,.114,.200,.057,.371,.545,.778,.500,.286,.500,.615,.333,.000,0,.875,.077,1.000,0,0
2003-04,25,IND,NBA,PG,16,422,.398,14.4,.561,.309,.122,.073,.057,.439,.478,.447,.600,.667,.143,.296,.212,.000,0,.938,.204,.455,1,0
2004-05,26,IND,NBA,PG,9,247,.360,10.4,.798,.382,.135,.157,.124,.202,.423,.382,.667,.571,.091,.111,.033,.000,0,.500,.167,.000,0,0
2005-06,27,IND,NBA,PG,1,7,.333,24.7,.333,.000,.000,.000,.333,.667,1.000,,,,1.000,.000,1.000,.000,0,,.000,,0,0
2011-12,33,UTA,NBA,PG,4,65,.250,13.4,.800,.150,.250,.250,.150,.200,.250,.333,.400,.200,.000,.250,.500,.000,0,1.000,.000,,0,0
Career,,,NBA,,41,1014,.398,13.0,.682,.318,.128,.121,.114,.318,.447,.446,.595,.486,.242,.293,.205,.000,0,.889,.163,.400,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,IND,NBA,,37,949,.409,12.9,.673,.331,.119,.112,.112,.327,.464,.449,.625,.533,.267,.295,.190,.000,0,.885,.170,.400,1,0
1 season,,UTA,NBA,,4,65,.250,13.4,.800,.150,.250,.250,.150,.200,.250,.333,.400,.200,.000,.250,.500,.000,0,1.000,.000,,0,0
