Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2001-02,23,IND,NBA,PG,5,5,88,4.8,11.4,0.421,0,0.6,0,4.8,10.8,0.444,1.2,1.8,0.667,1.2,4.8,6,15.1,1.2,0,7.2,7.2,10.8,NA,85,100
2002-03,24,IND,NBA,PG,6,6,185,5.8,10.2,0.571,2.3,3.8,0.615,3.5,6.4,0.545,0.9,1.8,0.5,1.8,3.5,5.3,11.4,1.2,0,2.3,5.8,14.9,NA,131,112
2003-04,25,IND,NBA,PG,16,16,422,6.4,16.2,0.398,2.1,7.1,0.296,4.3,9.1,0.478,2,2.1,0.938,0.8,5.3,6.1,10.5,3.7,0.4,4.1,7.4,17,NA,99,93
2004-05,26,IND,NBA,PG,9,9,247,7.3,20.3,0.36,0.5,4.1,0.111,6.8,16.2,0.423,2.7,4.8,0.571,1.4,5.5,6.8,11.6,3.2,0.7,6.2,7.1,17.8,NA,82,100
2005-06,27,IND,NBA,PG,1,0,7,7.9,23.8,0.333,0,15.8,0,7.9,7.9,1,0,0,NA,0,0,0,7.9,7.9,0,7.9,7.9,15.8,NA,62,99
2011-12,33,UTA,NBA,PG,4,0,65,4,16.1,0.25,0.8,3.2,0.25,3.2,12.9,0.25,3.2,3.2,1,0,1.6,1.6,9.6,1.6,0,4.8,5.6,12.1,NA,75,115
Career,NA,,NBA,,41,36,1014,6.2,15.7,0.398,1.5,5,0.293,4.8,10.7,0.447,2,2.7,0.72,1.1,4.7,5.7,11.3,2.8,0.3,4.6,6.9,15.9,NA,94,100
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,IND,NBA,,37,36,949,6.4,15.6,0.409,1.5,5.1,0.295,4.9,10.5,0.464,1.9,2.7,0.696,1.2,4.9,6,11.4,2.8,0.3,4.6,7,16.2,NA,96,99
1 season,NA,UTA,NBA,,4,0,65,4,16.1,0.25,0.8,3.2,0.25,3.2,12.9,0.25,3.2,3.2,1,0,1.6,1.6,9.6,1.6,0,4.8,5.6,12.1,NA,75,115
