Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,23,IND,NBA,PG,5,5,88,3.3,7.8,0.421,0,0.4,0,3.3,7.4,0.444,0.8,1.2,0.667,0.8,3.3,4.1,10.2,0.8,0,4.9,4.9,7.4
2002-03,24,IND,NBA,PG,6,6,185,3.9,6.8,0.571,1.6,2.5,0.615,2.3,4.3,0.545,0.6,1.2,0.5,1.2,2.3,3.5,7.6,0.8,0,1.6,3.9,9.9
2003-04,25,IND,NBA,PG,16,16,422,4.2,10.5,0.398,1.4,4.6,0.296,2.8,5.9,0.478,1.3,1.4,0.938,0.5,3.4,3.9,6.8,2.4,0.3,2.6,4.8,11
2004-05,26,IND,NBA,PG,9,9,247,4.7,13,0.36,0.3,2.6,0.111,4.4,10.3,0.423,1.7,3.1,0.571,0.9,3.5,4.4,7.4,2,0.4,3.9,4.5,11.4
2005-06,27,IND,NBA,PG,1,0,7,5.1,15.4,0.333,0,10.3,0,5.1,5.1,1,0,0,NA,0,0,0,5.1,5.1,0,5.1,5.1,10.3
2011-12,33,UTA,NBA,PG,4,0,65,2.8,11.1,0.25,0.6,2.2,0.25,2.2,8.9,0.25,2.2,2.2,1,0,1.1,1.1,6.6,1.1,0,3.3,3.9,8.3
Career,NA,,NBA,,41,36,1014,4.1,10.3,0.398,1,3.3,0.293,3.1,7,0.447,1.3,1.8,0.72,0.7,3.1,3.8,7.4,1.8,0.2,3,4.5,10.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,IND,NBA,,37,36,949,4.2,10.2,0.409,1,3.3,0.295,3.2,6.9,0.464,1.2,1.7,0.696,0.8,3.2,3.9,7.4,1.9,0.2,3,4.6,10.5
1 season,NA,UTA,NBA,,4,0,65,2.8,11.1,0.25,0.6,2.2,0.25,2.2,8.9,0.25,2.2,2.2,1,0,1.1,1.1,6.6,1.1,0,3.3,3.9,8.3
