Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,24,CIN,NBA,PF,66,NA,1074,5.8,13.5,0.429,3.1,4.9,0.633,NA,NA,8.6,1.6,NA,NA,5.1,14.7
1967-68,25,CIN,NBA,SF,72,NA,1068,6.5,15.3,0.424,2.6,3.8,0.684,NA,NA,7,1.9,NA,NA,4.8,15.6
1968-69,26,TOT,NBA,PF-SF,49,NA,542,7.2,18.1,0.397,4.7,6.4,0.74,NA,NA,10,1.1,NA,NA,3.9,19.1
1968-69,26,MIL,NBA,SF,14,NA,227,6.2,16.8,0.368,4.6,6,0.763,NA,NA,10.1,0.5,NA,NA,3.5,17
1968-69,26,CHI,NBA,PF,35,NA,315,7.9,19,0.416,4.8,6.6,0.724,NA,NA,9.8,1.6,NA,NA,4.2,20.6
1969-70,27,CHI,NBA,PF,82,NA,3123,7.4,15.8,0.466,5.1,6.1,0.842,NA,NA,8.2,1.7,NA,NA,3,19.9
1970-71,28,CHI,NBA,PF,81,NA,3482,7.9,17.7,0.447,5.3,6.4,0.829,NA,NA,7.1,1.9,NA,NA,2.7,21.1
1971-72,29,CHI,NBA,PF,79,NA,3108,9.5,21.5,0.442,4.6,5.9,0.784,NA,NA,6,1.4,NA,NA,2.7,23.6
1972-73,30,CHI,NBA,PF,82,NA,3033,9.2,21.3,0.431,4.1,5,0.824,NA,NA,6.3,1.4,NA,NA,2.8,22.5
1973-74,31,CHI,NBA,PF,82,NA,3292,8,19.2,0.417,3.5,4.3,0.818,2,3.4,5.4,1.4,0.9,0.3,2.4,19.5
1974-75,32,CHI,NBA,PF,61,NA,2401,8.1,18.8,0.429,4,4.8,0.83,1.5,4.3,5.8,1.5,0.9,0.2,3.1,20.1
1975-76,33,CHI,NBA,SF,76,NA,2823,6.9,17.7,0.39,4.6,5.8,0.801,2.4,4.1,6.5,1.8,0.8,0.1,3,18.5
1976-77,34,TOT,NBA,SF,59,NA,1174,5,13.1,0.379,3.3,4,0.826,2.4,3.6,6.1,1.5,0.7,0.2,3.7,13.3
1976-77,34,CHI,NBA,SF,14,NA,496,4.9,14.6,0.338,2.5,3.3,0.761,2.8,2.5,5.3,1.7,0.6,0.1,3.4,12.4
1976-77,34,NYN,NBA,SF,13,NA,228,7.7,16.7,0.462,5.2,6.2,0.846,2.4,3.6,6,0.6,0.2,0.3,3.6,20.7
1976-77,34,SEA,NBA,SF,32,NA,450,3.6,9.7,0.372,3.3,3.8,0.872,2.1,4.9,7,1.7,1,0.2,4,10.5
Career,NA,,NBA,,789,NA,25120,7.8,18.2,0.429,4.3,5.3,0.805,2.1,3.8,6.7,1.6,0.9,0.2,3.1,19.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,CHI,NBA,,592,NA,22073,8.1,18.8,0.43,4.4,5.5,0.816,2,3.8,6.5,1.6,0.9,0.2,2.8,20.6
2 seasons,NA,CIN,NBA,,138,NA,2142,6.2,14.4,0.427,2.9,4.4,0.655,NA,NA,7.8,1.7,NA,NA,4.9,15.2
1 season,NA,SEA,NBA,,32,NA,450,3.6,9.7,0.372,3.3,3.8,0.872,2.1,4.9,7,1.7,1,0.2,4,10.5
1 season,NA,MIL,NBA,,14,NA,227,6.2,16.8,0.368,4.6,6,0.763,NA,NA,10.1,0.5,NA,NA,3.5,17
1 season,NA,NYN,NBA,,13,NA,228,7.7,16.7,0.462,5.2,6.2,0.846,2.4,3.6,6,0.6,0.2,0.3,3.6,20.7
