Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,31,CHI,NBA,PF,11,NA,489,10.5,26,0.405,4.5,6,0.763,2.7,3.6,6.4,2.4,1.4,0.5,2.8,25.6,NA,NA,106
1974-75,32,CHI,NBA,PF,13,NA,583,11.6,26.7,0.437,5.1,6.5,0.779,2.6,5.7,8.3,1.6,0.8,0.4,3.5,28.4,NA,NA,97
Career,NA,,NBA,,24,NA,1072,11.1,26.3,0.422,4.8,6.3,0.772,2.7,4.7,7.4,2,1.1,0.5,3.2,27.1,NA,NA,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHI,NBA,,24,NA,1072,11.1,26.3,0.422,4.8,6.3,0.772,2.7,4.7,7.4,2,1.1,0.5,3.2,27.1,NA,NA,101
