Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,24,CIN,NBA,PF,66,NA,16.3,2.6,6.1,0.429,1.4,2.2,0.633,NA,NA,3.9,0.7,NA,NA,2.3,6.7
1967-68,25,CIN,NBA,SF,72,NA,14.8,2.7,6.3,0.424,1.1,1.6,0.684,NA,NA,2.9,0.8,NA,NA,2,6.4
1968-69,26,TOT,NBA,PF-SF,49,NA,11.1,2.2,5.6,0.397,1.4,2,0.74,NA,NA,3.1,0.3,NA,NA,1.2,5.9
1968-69,26,MIL,NBA,SF,14,NA,16.2,2.8,7.6,0.368,2.1,2.7,0.763,NA,NA,4.6,0.2,NA,NA,1.6,7.6
1968-69,26,CHI,NBA,PF,35,NA,9,2,4.7,0.416,1.2,1.7,0.724,NA,NA,2.5,0.4,NA,NA,1.1,5.1
1969-70,27,CHI,NBA,PF,82,NA,38.1,7.8,16.7,0.466,5.4,6.4,0.842,NA,NA,8.7,1.8,NA,NA,3.2,21
1970-71,28,CHI,NBA,PF,81,NA,43,9.4,21.1,0.447,6.3,7.6,0.829,NA,NA,8.5,2.3,NA,NA,3.2,25.2
1971-72,29,CHI,NBA,PF,79,NA,39.3,10.4,23.5,0.442,5.1,6.4,0.784,NA,NA,6.6,1.6,NA,NA,3,25.8
1972-73,30,CHI,NBA,PF,82,NA,37,9.4,21.9,0.431,4.2,5.1,0.824,NA,NA,6.5,1.5,NA,NA,2.9,23.1
1973-74,31,CHI,NBA,PF,82,NA,40.1,8.9,21.4,0.417,3.9,4.8,0.818,2.2,3.8,6,1.6,1,0.3,2.7,21.8
1974-75,32,CHI,NBA,PF,61,NA,39.4,8.8,20.6,0.429,4.3,5.2,0.83,1.6,4.7,6.3,1.7,1,0.2,3.4,22
1975-76,33,CHI,NBA,SF,76,NA,37.1,7.1,18.3,0.39,4.8,5.9,0.801,2.5,4.2,6.7,1.9,0.8,0.1,3.1,19.1
1976-77,34,TOT,NBA,SF,59,NA,19.9,2.7,7.3,0.379,1.8,2.2,0.826,1.3,2,3.4,0.8,0.4,0.1,2,7.3
1976-77,34,CHI,NBA,SF,14,NA,35.4,4.9,14.4,0.338,2.5,3.3,0.761,2.7,2.5,5.2,1.6,0.6,0.1,3.4,12.2
1976-77,34,NYN,NBA,SF,13,NA,17.5,3.8,8.2,0.462,2.5,3,0.846,1.2,1.8,2.9,0.3,0.1,0.2,1.8,10.1
1976-77,34,SEA,NBA,SF,32,NA,14.1,1.4,3.8,0.372,1.3,1.5,0.872,0.8,1.9,2.7,0.7,0.4,0.1,1.6,4.1
Career,NA,,NBA,,789,NA,31.8,6.9,16.1,0.429,3.8,4.7,0.805,2,3.7,5.9,1.4,0.8,0.2,2.7,17.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,CHI,NBA,,592,NA,37.3,8.4,19.4,0.43,4.6,5.6,0.816,2.2,4.1,6.8,1.7,0.9,0.2,2.9,21.3
2 seasons,NA,CIN,NBA,,138,NA,15.5,2.7,6.2,0.427,1.2,1.9,0.655,NA,NA,3.4,0.8,NA,NA,2.1,6.5
1 season,NA,SEA,NBA,,32,NA,14.1,1.4,3.8,0.372,1.3,1.5,0.872,0.8,1.9,2.7,0.7,0.4,0.1,1.6,4.1
1 season,NA,MIL,NBA,,14,NA,16.2,2.8,7.6,0.368,2.1,2.7,0.763,NA,NA,4.6,0.2,NA,NA,1.6,7.6
1 season,NA,NYN,NBA,,13,NA,17.5,3.8,8.2,0.462,2.5,3,0.846,1.2,1.8,2.9,0.3,0.1,0.2,1.8,10.1
