Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,24,CIN,NBA,PF,66,NA,1074,173,403,0.429,93,147,0.633,NA,NA,257,49,NA,NA,153,439
1967-68,25,CIN,NBA,SF,72,NA,1068,193,455,0.424,78,114,0.684,NA,NA,209,55,NA,NA,141,464
1968-69,26,TOT,NBA,PF-SF,49,NA,542,108,272,0.397,71,96,0.74,NA,NA,150,17,NA,NA,59,287
1968-69,26,MIL,NBA,SF,14,NA,227,39,106,0.368,29,38,0.763,NA,NA,64,3,NA,NA,22,107
1968-69,26,CHI,NBA,PF,35,NA,315,69,166,0.416,42,58,0.724,NA,NA,86,14,NA,NA,37,180
1969-70,27,CHI,NBA,PF,82,NA,3123,640,1373,0.466,442,525,0.842,NA,NA,712,148,NA,NA,260,1722
1970-71,28,CHI,NBA,PF,81,NA,3482,765,1710,0.447,513,619,0.829,NA,NA,690,185,NA,NA,259,2043
1971-72,29,CHI,NBA,PF,79,NA,3108,819,1854,0.442,399,509,0.784,NA,NA,518,125,NA,NA,235,2037
1972-73,30,CHI,NBA,PF,82,NA,3033,774,1794,0.431,347,421,0.824,NA,NA,532,119,NA,NA,240,1895
1973-74,31,CHI,NBA,PF,82,NA,3292,731,1752,0.417,323,395,0.818,183,309,492,130,84,28,221,1785
1974-75,32,CHI,NBA,PF,61,NA,2401,539,1256,0.429,264,318,0.83,99,286,385,102,63,12,209,1342
1975-76,33,CHI,NBA,SF,76,NA,2823,543,1391,0.39,362,452,0.801,191,319,510,145,63,10,233,1448
1976-77,34,TOT,NBA,SF,59,NA,1174,162,428,0.379,109,132,0.826,79,119,198,48,22,6,120,433
1976-77,34,CHI,NBA,SF,14,NA,496,68,201,0.338,35,46,0.761,38,35,73,23,8,2,47,171
1976-77,34,NYN,NBA,SF,13,NA,228,49,106,0.462,33,39,0.846,15,23,38,4,1,2,23,131
1976-77,34,SEA,NBA,SF,32,NA,450,45,121,0.372,41,47,0.872,26,61,87,21,13,2,50,131
Career,NA,,NBA,,789,NA,25120,5447,12688,0.429,3001,3728,0.805,552,1033,4653,1123,232,56,2130,13895
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,CHI,NBA,,592,NA,22073,4948,11497,0.43,2727,3343,0.816,511,949,3998,991,218,52,1741,12623
2 seasons,NA,CIN,NBA,,138,NA,2142,366,858,0.427,171,261,0.655,NA,NA,466,104,NA,NA,294,903
1 season,NA,SEA,NBA,,32,NA,450,45,121,0.372,41,47,0.872,26,61,87,21,13,2,50,131
1 season,NA,MIL,NBA,,14,NA,227,39,106,0.368,29,38,0.763,NA,NA,64,3,NA,NA,22,107
1 season,NA,NYN,NBA,,13,NA,228,49,106,0.462,33,39,0.846,15,23,38,4,1,2,23,131
