,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2018-19,23,TOT,NBA,SF,7,49,.500,16.6,.611,.222,.111,.167,.111,.389,.545,.250,1.000,.667,.500,.429,.500,.056,1,1.000,.429,.667,1,0
2018-19,23,ATL,NBA,SF,6,43,.500,16.2,.625,.250,.125,.125,.125,.375,.500,.250,1.000,.500,.500,.500,.600,.063,1,1.000,.500,.667,1,0
2018-19,23,SAC,NBA,SF,1,6,.500,20.0,.500,.000,.000,.500,.000,.500,1.000,,,1.000,,.000,.000,.000,0,,.000,,0,0
2019-20,24,ORL,NBA,SF,8,46,.278,14.9,.667,.222,.056,.167,.222,.333,.333,.750,.000,.333,.000,.167,.250,.167,3,1.000,.500,.333,0,0
Career,,,NBA,,15,95,.389,15.8,.639,.222,.083,.167,.167,.361,.435,.500,.667,.500,.167,.308,.400,.111,4,1.000,.462,.500,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,ORL,NBA,,8,46,.278,14.9,.667,.222,.056,.167,.222,.333,.333,.750,.000,.333,.000,.167,.250,.167,3,1.000,.500,.333,0,0
1 season,,ATL,NBA,,6,43,.500,16.2,.625,.250,.125,.125,.125,.375,.500,.250,1.000,.500,.500,.500,.600,.063,1,1.000,.500,.667,1,0
1 season,,SAC,NBA,,1,6,.500,20.0,.500,.000,.000,.500,.000,.500,1.000,,,1.000,,.000,.000,.000,0,,.000,,0,0
