,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,22,CHI,NBA,SG,5,46,,91%,9%,,,+6.6,+14.6,1,0,4,0,0,0,6,0,0
2014-15,23,CHI,NBA,SF,11,140,,27%,69%,4%,,+0.7,-3.0,2,2,7,1,2,1,13,0,1
2016-17,25,MIL,NBA,SG,6,185,,91%,9%,,,-1.0,+1.7,1,1,6,0,0,2,21,0,1
2017-18,26,MIL,NBA,SG,7,134,,84%,16%,,,+0.1,-0.4,1,1,2,1,0,0,11,0,1
2018-19,27,MIL,NBA,SF,9,28,,20%,50%,24%,6%,-24.3,-35.2,0,0,1,0,0,0,0,0,1
Career,,,NBA,,38,533,,69%,29%,2%,,-0.8,-0.9,5,4,20,2,2,3,51,0,4
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIL,NBA,,22,347,,82%,15%,2%,1%,-2.4,-2.1,2,2,9,1,0,2,32,0,3
2 seasons,,CHI,NBA,,16,186,,43%,54%,3%,,+2.1,+1.4,3,2,11,1,2,1,19,0,1
