,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,22,ORL,NBA,PG,42,622,.410,20.5,.497,.077,.010,.046,.364,.503,.433,.533,.500,.222,.437,.388,.690,.000,0,.921,.327,.438,1,0
2007-08,23,ORL,NBA,SG,34,276,.444,17.6,.602,.120,.083,.120,.278,.398,.477,.615,.333,.538,.433,.395,.613,.000,0,.824,.233,.600,0,0
2008-09,24,ORL,NBA,SG,64,1111,.391,20.7,.401,.084,.010,.060,.247,.599,.417,.600,1.000,.389,.338,.374,.500,.000,0,.896,.212,.474,0,0
2009-10,25,ORL,NBA,SG,82,1808,.439,18.4,.505,.159,.036,.054,.255,.495,.473,.602,.600,.433,.383,.405,.470,.000,0,.811,.219,.550,0,0
2010-11,26,ORL,NBA,SG,59,1513,.441,18.2,.510,.130,.092,.081,.208,.490,.482,.621,.390,.500,.430,.397,.527,.000,0,.908,.256,.393,0,0
2011-12,27,ORL,NBA,SG,65,1765,.425,18.4,.541,.120,.079,.068,.274,.459,.430,.614,.283,.350,.413,.418,.544,.000,0,.857,.190,.549,0,0
2012-13,28,TOT,NBA,SG,78,2379,.434,18.9,.488,.145,.056,.055,.232,.513,.506,.648,.408,.375,.471,.366,.710,.000,0,.879,.137,.387,0,0
2012-13,28,ORL,NBA,SG,50,1575,.450,19.1,.485,.148,.043,.055,.239,.515,.514,.686,.440,.406,.446,.390,.717,.000,0,.863,.107,.375,0,0
2012-13,28,MIL,NBA,SG,28,804,.403,18.4,.493,.141,.081,.054,.218,.507,.490,.571,.375,.313,.523,.318,.694,.000,0,.917,.199,.400,0,0
2013-14,29,LAC,NBA,SG,35,987,.455,18.9,.535,.101,.063,.068,.304,.465,.507,.725,.240,.370,.521,.395,.833,.000,0,.918,.281,.500,0,0
2014-15,30,LAC,NBA,SG,78,2409,.477,19.3,.512,.091,.049,.067,.301,.488,.515,.624,.413,.476,.511,.437,.887,.000,0,.960,.286,.443,0,0
2015-16,31,LAC,NBA,SG,75,2097,.480,19.5,.522,.074,.060,.050,.339,.478,.484,.631,.453,.364,.473,.475,.833,.000,0,.940,.159,.552,0,0
2016-17,32,LAC,NBA,SG,78,2198,.445,20.3,.474,.076,.056,.049,.293,.526,.462,.559,.480,.341,.452,.429,.815,.000,0,.955,.143,.478,0,0
2017-18,33,PHI,NBA,SG,70,2116,.460,20.1,.477,.075,.043,.063,.297,.523,.504,.606,.421,.491,.490,.420,.768,.000,0,.902,.133,.492,1,0
2018-19,34,PHI,NBA,SG,76,2379,.440,20.9,.411,.081,.045,.045,.241,.589,.502,.639,.348,.435,.498,.397,.830,.000,0,.950,.129,.397,0,0
2019-20,35,NOP,NBA,SG,54,1425,.450,21.0,.382,.072,.052,.059,.199,.618,.446,.575,.241,.364,.477,.452,.811,.000,0,.929,.151,.500,0,0
Career,,,NBA,,890,23085,.448,19.6,.482,.098,.053,.059,.273,.518,.482,.620,.394,.413,.465,.416,.742,.000,0,.917,.183,.471,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,ORL,NBA,,396,8670,.432,18.9,.501,.128,.053,.064,.256,.499,.466,.625,.404,.416,.411,.398,.574,.000,0,.865,.202,.477,1,0
4 seasons,,LAC,NBA,,266,7691,.466,19.6,.507,.083,.056,.057,.310,.493,.490,.624,.420,.399,.484,.440,.846,.000,0,.948,.207,.483,0,0
2 seasons,,PHI,NBA,,146,4495,.449,20.5,.441,.078,.044,.053,.267,.559,.503,.624,.381,.465,.494,.407,.799,.000,0,.928,.131,.439,1,0
1 season,,NOP,NBA,,54,1425,.450,21.0,.382,.072,.052,.059,.199,.618,.446,.575,.241,.364,.477,.452,.811,.000,0,.929,.151,.500,0,0
1 season,,MIL,NBA,,28,804,.403,18.4,.493,.141,.081,.054,.218,.507,.490,.571,.375,.313,.523,.318,.694,.000,0,.917,.199,.400,0,0
