,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,21,NJN,NBA,PG,79,1315,100%,,,,,-1.5,-1.5,90,24,40,9,43,12,587,12,36
2007-08,22,NJN,NBA,PG,53,854,75%,25%,,,,-12.7,-8.9,52,14,24,5,20,3,312,3,11
2008-09,23,GSW,NBA,PG,9,54,91%,10%,,,,-3.5,+0.4,3,1,2,0,3,0,27,0,1
2009-10,24,MEM,NBA,PG,62,872,87%,13%,,,,-7.6,-7.7,48,19,20,2,20,4,334,7,11
Career,,,NBA,,203,3095,89%,11%,,,,-6.4,-5.3,193,58,86,16,86,19,1260,22,59
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,NJN,NBA,,132,2169,90%,10%,,,,-6.0,-4.4,142,38,64,14,63,15,899,15,47
1 season,,MEM,NBA,,62,872,87%,13%,,,,-7.6,-7.7,48,19,20,2,20,4,334,7,11
1 season,,GSW,NBA,,9,54,91%,10%,,,,-3.5,+0.4,3,1,2,0,3,0,27,0,1
