Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1962-63,22,SYR,NBA,PF,80,1241,17.2,0.501,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.5,3.2,0.123
1963-64,23,TOT,NBA,PF,79,2505,16.7,0.495,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0.2,3.6,0.069
1963-64,23,PHI,NBA,,1,16,0.3,0.174,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-0.102
1963-64,23,NYK,NBA,PF,78,2489,16.8,0.496,NA,0.339,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0.2,3.7,0.07
1964-65,24,NYK,NBA,C,43,655,12.9,0.436,NA,0.272,NA,NA,NA,3.6,NA,NA,NA,NA,-0.2,0.3,0.1,0.009
1965-66,25,NYK,NBA,PF,46,545,11.2,0.452,NA,0.328,NA,NA,NA,6.4,NA,NA,NA,NA,0,0.1,0.1,0.013
1966-67,26,TOT,NBA,C-PF,73,708,11.5,0.455,NA,0.259,NA,NA,NA,6.3,NA,NA,NA,NA,0,0.5,0.5,0.034
1966-67,26,CHI,NBA,PF,19,179,13.1,0.478,NA,0.236,NA,NA,NA,9.7,NA,NA,NA,NA,0.1,0.2,0.3,0.085
1966-67,26,CIN,NBA,C,54,529,11,0.445,NA,0.268,NA,NA,NA,5.2,NA,NA,NA,NA,-0.1,0.3,0.2,0.017
1967-68,27,TOT,NBA,C-PF,67,1064,19,0.559,NA,0.424,NA,NA,NA,6.9,NA,NA,NA,NA,2.8,0.9,3.7,0.168
1967-68,27,CIN,NBA,PF,10,65,18.1,0.552,NA,0.333,NA,NA,NA,11,NA,NA,NA,NA,0.2,0,0.2,0.137
1967-68,27,DET,NBA,C,57,999,19,0.56,NA,0.43,NA,NA,NA,6.6,NA,NA,NA,NA,2.7,0.9,3.5,0.17
1968-69,28,MIL,NBA,PF,80,2207,16,0.503,NA,0.335,NA,NA,NA,6.2,NA,NA,NA,NA,3.1,1.6,4.7,0.102
1969-70,29,MIL,NBA,SF,75,1134,14.9,0.504,NA,0.403,NA,NA,NA,6.4,NA,NA,NA,NA,1.1,1.1,2.1,0.09
1970-71,30,TOT,NBA,PF,48,537,13.4,0.511,NA,0.442,NA,NA,12.8,4.2,NA,NA,NA,NA,0.6,0.2,0.9,0.076
1970-71,30,CLE,NBA,,6,86,11.4,0.464,NA,0.368,NA,NA,10.1,1.8,NA,NA,NA,NA,0,0,0,0.014
1970-71,30,ATL,NBA,PF,42,451,13.8,0.522,NA,0.46,NA,NA,13.3,4.7,NA,NA,NA,NA,0.6,0.2,0.8,0.088
1971-72,31,DLC,ABA,PF,79,1403,15.9,0.508,0,0.378,10.4,12.5,11.4,7.5,NA,9.6,19.5,NA,1.1,1.8,2.9,0.099
Career,NA,,TOT,,670,11999,15.6,0.498,0,0.356,10.4,12.5,11.8,6.2,NA,9.6,19.5,NA,13.6,8.3,21.9,0.088
,NA,,NBA,,591,10596,15.6,0.497,NA,0.354,NA,NA,12.8,6,NA,NA,NA,NA,12.5,6.5,19,0.086
,NA,,ABA,,79,1403,15.9,0.508,0,0.378,10.4,12.5,11.4,7.5,NA,9.6,19.5,NA,1.1,1.8,2.9,0.099
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,167,3689,15.3,0.478,NA,0.324,NA,NA,NA,4.9,NA,NA,NA,NA,3.3,0.6,3.9,0.051
2 seasons,NA,MIL,NBA,,155,3341,15.6,0.504,NA,0.359,NA,NA,NA,6.3,NA,NA,NA,NA,4.2,2.6,6.8,0.098
2 seasons,NA,"SYR,PHI",NBA,,81,1257,17,0.5,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.5,3.1,0.12
1 season,NA,DLC,ABA,,79,1403,15.9,0.508,0,0.378,10.4,12.5,11.4,7.5,NA,9.6,19.5,NA,1.1,1.8,2.9,0.099
2 seasons,NA,CIN,NBA,,64,594,11.8,0.458,NA,0.276,NA,NA,NA,5.8,NA,NA,NA,NA,0,0.4,0.4,0.03
1 season,NA,DET,NBA,,57,999,19,0.56,NA,0.43,NA,NA,NA,6.6,NA,NA,NA,NA,2.7,0.9,3.5,0.17
1 season,NA,ATL,NBA,,42,451,13.8,0.522,NA,0.46,NA,NA,13.3,4.7,NA,NA,NA,NA,0.6,0.2,0.8,0.088
1 season,NA,CHI,NBA,,19,179,13.1,0.478,NA,0.236,NA,NA,NA,9.7,NA,NA,NA,NA,0.1,0.2,0.3,0.085
1 season,NA,CLE,NBA,,6,86,11.4,0.464,NA,0.368,NA,NA,10.1,1.8,NA,NA,NA,NA,0,0,0,0.014
