Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1962-63,22,SYR,NBA,PF,80,NA,15.5,3.5,7.6,0.465,NA,NA,NA,3.5,7.6,0.465,0.465,1.9,3,0.622,NA,NA,5.8,0.7,NA,NA,2.1,8.9
1963-64,23,TOT,NBA,PF,79,NA,31.7,6.7,15,0.448,NA,NA,NA,6.7,15,0.448,0.448,3.6,5.1,0.715,NA,NA,9.8,1.1,NA,NA,2.7,17.1
1963-64,23,PHI,NBA,,1,NA,16,0,2,0,NA,NA,NA,0,2,0,0,1,2,0.5,NA,NA,4,0,NA,NA,2,1
1963-64,23,NYK,NBA,PF,78,NA,31.9,6.8,15.2,0.449,NA,NA,NA,6.8,15.2,0.449,0.449,3.7,5.1,0.716,NA,NA,9.8,1.1,NA,NA,2.7,17.3
1964-65,24,NYK,NBA,C,43,NA,15.2,3.4,8.5,0.395,NA,NA,NA,3.4,8.5,0.395,0.395,1.6,2.3,0.68,NA,NA,3.3,0.3,NA,NA,1.7,8.3
1965-66,25,NYK,NBA,PF,46,NA,11.8,2.2,5.2,0.42,NA,NA,NA,2.2,5.2,0.42,0.42,1,1.7,0.59,NA,NA,2.8,0.6,NA,NA,1.4,5.3
1966-67,26,TOT,NBA,C-PF,73,NA,9.7,1.8,4.3,0.422,NA,NA,NA,1.8,4.3,0.422,0.422,0.7,1.1,0.654,NA,NA,2.6,0.5,NA,NA,1.4,4.3
1966-67,26,CHI,NBA,PF,19,NA,9.4,2.1,4.7,0.449,NA,NA,NA,2.1,4.7,0.449,0.449,0.7,1.1,0.667,NA,NA,2,0.6,NA,NA,1.6,4.9
1966-67,26,CIN,NBA,C,54,NA,9.8,1.7,4.1,0.411,NA,NA,NA,1.7,4.1,0.411,0.411,0.7,1.1,0.65,NA,NA,2.8,0.4,NA,NA,1.4,4.1
1967-68,27,TOT,NBA,C-PF,67,NA,15.9,3.5,6.8,0.513,NA,NA,NA,3.5,6.8,0.513,0.513,2.1,2.9,0.711,NA,NA,5.4,0.8,NA,NA,1.8,9.1
1967-68,27,CIN,NBA,PF,10,NA,6.5,1.5,3,0.5,NA,NA,NA,1.5,3,0.5,0.5,0.8,1,0.8,NA,NA,1.5,0.5,NA,NA,0.6,3.8
1967-68,27,DET,NBA,C,57,NA,17.5,3.9,7.5,0.514,NA,NA,NA,3.9,7.5,0.514,0.514,2.3,3.2,0.707,NA,NA,6.1,0.8,NA,NA,2,10
1968-69,28,MIL,NBA,PF,80,NA,27.6,5.7,12.6,0.454,NA,NA,NA,5.7,12.6,0.454,0.454,3.1,4.2,0.737,NA,NA,8,1.2,NA,NA,3.1,14.6
1969-70,29,MIL,NBA,SF,75,NA,15.1,3.2,7,0.465,NA,NA,NA,3.2,7,0.465,0.465,1.8,2.8,0.64,NA,NA,3.7,0.7,NA,NA,1.7,8.3
1970-71,30,TOT,NBA,PF,48,NA,11.2,1.8,4.1,0.432,NA,NA,NA,1.8,4.1,0.432,0.432,1.5,1.8,0.807,NA,NA,3.1,0.4,NA,NA,1.5,5.1
1970-71,30,CLE,NBA,,6,NA,14.3,2.5,6.3,0.395,NA,NA,NA,2.5,6.3,0.395,0.395,1.8,2.3,0.786,NA,NA,3,0.2,NA,NA,1.5,6.8
1970-71,30,ATL,NBA,PF,42,NA,10.7,1.7,3.8,0.441,NA,NA,NA,1.7,3.8,0.441,0.441,1.4,1.8,0.811,NA,NA,3.2,0.4,NA,NA,1.5,4.8
1971-72,31,DLC,ABA,PF,79,NA,17.8,2.9,6.5,0.452,0,0,NA,2.9,6.5,0.452,0.452,1.8,2.4,0.746,1.8,2.2,4,0.9,NA,0.8,2,7.7
Career,NA,,TOT,,670,NA,17.9,3.6,8.1,0.452,0,0,NA,3.6,8.1,0.452,0.452,2,2.9,0.697,1.8,2.2,5.1,0.8,NA,0.8,2,9.3
,NA,,NBA,,591,NA,17.9,3.7,8.3,0.452,NA,NA,NA,3.7,8.3,0.452,0.452,2,2.9,0.691,NA,NA,5.3,0.7,NA,NA,2,9.5
,NA,,ABA,,79,NA,17.8,2.9,6.5,0.452,0,0,NA,2.9,6.5,0.452,0.452,1.8,2.4,0.746,1.8,2.2,4,0.9,NA,0.8,2,7.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,167,NA,22.1,4.6,10.7,0.434,NA,NA,NA,4.6,10.7,0.434,0.434,2.4,3.5,0.693,NA,NA,6.2,0.7,NA,NA,2.1,11.7
2 seasons,NA,MIL,NBA,,155,NA,21.6,4.5,9.9,0.458,NA,NA,NA,4.5,9.9,0.458,0.458,2.5,3.5,0.7,NA,NA,5.9,1,NA,NA,2.4,11.5
2 seasons,NA,"SYR,PHI",NBA,,81,NA,15.5,3.5,7.5,0.464,NA,NA,NA,3.5,7.5,0.464,0.464,1.8,3,0.621,NA,NA,5.7,0.7,NA,NA,2.1,8.8
1 season,NA,DLC,ABA,,79,NA,17.8,2.9,6.5,0.452,0,0,NA,2.9,6.5,0.452,0.452,1.8,2.4,0.746,1.8,2.2,4,0.9,NA,0.8,2,7.7
2 seasons,NA,CIN,NBA,,64,NA,9.3,1.7,4,0.421,NA,NA,NA,1.7,4,0.421,0.421,0.7,1.1,0.671,NA,NA,2.6,0.4,NA,NA,1.2,4.1
1 season,NA,DET,NBA,,57,NA,17.5,3.9,7.5,0.514,NA,NA,NA,3.9,7.5,0.514,0.514,2.3,3.2,0.707,NA,NA,6.1,0.8,NA,NA,2,10
