,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2019-20,20,SAS,NBA,12:00,0,4,0,2,0,2,0,0,0,2,2,3,0,0,0,0,0,-0.1
Career,,,,12:00,0,4,0,2,0,2,0,0,0,2,2,3,0,0,0,0,0,-0.1
