Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,25,CHS,BAA,,32,NA,NA,0.368,0.242,NA,NA,NA,NA,NA,2.5,1.3,3.8,NA
1948-49,26,CHS,BAA,,60,NA,NA,0.393,0.268,NA,NA,NA,NA,NA,3.1,4.3,7.4,NA
1949-50,27,CHS,NBA,,65,NA,NA,0.406,0.332,NA,NA,NA,NA,NA,3.1,4.6,7.7,NA
1950-51,28,PHW,NBA,,66,NA,NA,0.462,0.367,NA,NA,NA,NA,NA,4.9,4.8,9.7,NA
1951-52,29,PHW,NBA,SG,66,2933,15.9,0.44,0.404,NA,NA,NA,NA,NA,3.5,1.3,4.8,0.078
1952-53,30,TOT,NBA,SG-PG,70,2690,NA,0.474,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-53,30,PHW,NBA,PG,13,543,NA,0.489,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-53,30,FTW,NBA,SG,57,2147,NA,0.47,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-54,31,FTW,NBA,PG,71,2705,16,0.455,0.485,NA,NA,NA,NA,NA,4.2,2.9,7.1,0.125
1954-55,32,FTW,NBA,PG,64,2332,15.2,0.453,0.565,NA,NA,NA,NA,NA,2.6,2.9,5.5,0.112
1955-56,33,FTW,NBA,PG,70,2078,11.9,0.414,0.491,NA,NA,NA,NA,NA,0.6,2.3,2.9,0.066
1956-57,34,BOS,NBA,PG,67,1476,8.9,0.442,0.495,NA,NA,NA,NA,NA,0.9,2.2,3.1,0.1
1957-58,35,BOS,NBA,PG,70,1164,6.9,0.388,0.26,NA,NA,NA,NA,NA,-0.3,1.7,1.5,0.06
Career,NA,,TOT,,701,15378,13.5,0.43,0.396,NA,NA,NA,NA,NA,25,28.3,53.3,0.077
,NA,,NBA,,609,15378,13.5,0.441,0.429,NA,NA,NA,NA,NA,19.4,22.6,42.1,0.077
,NA,,BAA,,92,NA,NA,0.384,0.259,NA,NA,NA,NA,NA,5.6,5.6,11.2,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,FTW,NBA,,262,9262,14.5,0.45,0.497,NA,NA,NA,NA,NA,7.3,8.1,15.4,0.08
3 seasons,NA,CHS,BAA,,157,NA,NA,0.393,0.288,NA,NA,NA,NA,NA,8.7,10.2,18.9,NA
3 seasons,NA,PHW,NBA,,145,3476,15.9,0.454,0.404,NA,NA,NA,NA,NA,8.4,6.1,14.5,0.066
2 seasons,NA,BOS,NBA,,137,2640,8,0.416,0.378,NA,NA,NA,NA,NA,0.6,3.9,4.6,0.083
