Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,25,CHS,BAA,,5,NA,NA,0.345,0.304,NA,NA,NA,NA,NA,0.1,0,0.2,NA
1948-49,26,CHS,BAA,,2,NA,NA,0.477,0.306,NA,NA,NA,NA,NA,0.3,0.2,0.5,NA
1949-50,27,CHS,NBA,,2,NA,NA,0.367,0.481,NA,NA,NA,NA,NA,0,0,-0.1,NA
1950-51,28,PHW,NBA,,2,NA,NA,0.425,0.4,NA,NA,NA,NA,NA,0,0,0.1,NA
1951-52,29,PHW,NBA,SG,3,122,17.4,0.592,1.263,NA,NA,NA,35.8,NA,0.3,-0.1,0.3,0.103
1952-53,30,FTW,NBA,SG,8,329,12.5,0.439,0.718,NA,NA,NA,24,NA,0.2,0.1,0.3,0.04
1953-54,31,FTW,NBA,PG,4,136,11.8,0.404,0.316,NA,NA,NA,26.5,NA,-0.1,0.1,0.1,0.02
1954-55,32,FTW,NBA,PG,11,445,12.1,0.425,0.43,NA,NA,NA,29.7,NA,0.1,0.5,0.6,0.066
1955-56,33,FTW,NBA,PG,10,173,11.4,0.382,0.926,NA,NA,NA,32.3,NA,0,0.3,0.3,0.084
1956-57,34,BOS,NBA,PG,10,128,7.3,0.385,0.682,NA,NA,NA,17.6,NA,0,0.3,0.3,0.096
1957-58,35,BOS,NBA,PG,10,91,2.6,0.341,0.429,NA,NA,NA,10.3,NA,-0.1,0.1,0,0.026
Career,NA,,TOT,,67,1424,11.5,0.418,0.53,NA,NA,NA,26.6,NA,1,1.6,2.5,0.061
,NA,,NBA,,60,1424,11.5,0.421,0.586,NA,NA,NA,26.6,NA,0.5,1.3,1.8,0.061
,NA,,BAA,,7,NA,NA,0.403,0.305,NA,NA,NA,NA,NA,0.5,0.2,0.7,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,FTW,NBA,,33,1083,12.1,0.421,0.559,NA,NA,NA,28,NA,0.2,1,1.2,0.055
2 seasons,NA,BOS,NBA,,20,219,5.3,0.364,0.558,NA,NA,NA,14.6,NA,-0.1,0.4,0.3,0.067
3 seasons,NA,CHS,BAA,,9,NA,NA,0.394,0.349,NA,NA,NA,NA,NA,0.4,0.2,0.6,NA
2 seasons,NA,PHW,NBA,,5,122,17.4,0.53,0.882,NA,NA,NA,35.8,NA,0.4,-0.1,0.3,0.103
