Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,25,CHS,BAA,,5,NA,NA,NA,NA,0.283,NA,NA,0.714,NA,NA,NA,NA
1948-49,26,CHS,BAA,,2,NA,NA,NA,NA,0.389,NA,NA,1,NA,NA,NA,NA
1949-50,27,CHS,NBA,,2,NA,NA,NA,NA,0.259,NA,NA,0.769,NA,NA,NA,NA
1950-51,28,PHW,NBA,,2,NA,NA,NA,NA,0.4,NA,NA,0.5,NA,NA,NA,NA
1951-52,29,PHW,NBA,SG,3,NA,122,2.4,5.6,0.421,5.6,7.1,0.792,4.1,6.5,4.7,10.3
1952-53,30,FTW,NBA,SG,8,NA,329,2.6,7.8,0.338,3.7,5.6,0.667,3.5,3.3,2.5,9
1953-54,31,FTW,NBA,PG,4,NA,136,3.4,10.1,0.342,2.4,3.2,0.75,3.2,4.5,2.4,9.3
1954-55,32,FTW,NBA,PG,11,NA,445,2.4,7.5,0.323,2.8,3.2,0.85,4.9,6.3,3,7.6
1955-56,33,FTW,NBA,PG,10,NA,173,1.9,5.6,0.333,2.3,5.2,0.44,5.4,7.3,3.3,6
1956-57,34,BOS,NBA,PG,10,NA,128,2.3,6.2,0.364,1.7,4.2,0.4,5.6,4.8,5.1,6.2
1957-58,35,BOS,NBA,PG,10,NA,91,2,8.3,0.238,2.8,3.6,0.778,5.5,2.8,7.9,6.7
Career,NA,,TOT,,67,NA,1424,2.5,7.4,0.33,3,4.4,0.7,4.5,5.2,3.5,7.9
,NA,,NBA,,60,NA,1424,2.5,7.4,0.33,3,4.4,0.682,4.5,5.2,3.5,7.9
,NA,,BAA,,7,NA,NA,NA,NA,0.329,NA,NA,0.84,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,FTW,NBA,,33,NA,1083,2.5,7.6,0.332,2.9,4.3,0.688,4.3,5.3,2.8,8
2 seasons,NA,BOS,NBA,,20,NA,219,2.1,7.1,0.302,2.1,3.9,0.542,5.6,3.9,6.2,6.4
3 seasons,NA,CHS,BAA,,9,NA,NA,NA,NA,0.312,NA,NA,0.816,NA,NA,NA,NA
2 seasons,NA,PHW,NBA,,5,NA,122,2.4,5.6,0.412,5.6,7.1,0.733,4.1,6.5,4.7,10.3
