Season,Team,Lg,Salary
1984-85,Denver Nuggets,NBA,"$60,000"
1985-86,Denver Nuggets,NBA,"$125,000"
1986-87,Denver Nuggets,NBA,"$75,000"
1987-88,Denver Nuggets,NBA,"$165,000"
Career,(may be incomplete),,"$425,000"
