Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985-86,22,PHO,NBA,SF,80,24,1602,5.7,10.3,0.558,0,0,0,5.7,10.2,0.56,3.8,5.7,0.673,2.1,4.8,6.9,2,1.6,0.8,3.3,4.3,15.3
1986-87,23,PHO,NBA,SF,80,65,2250,4.6,8,0.584,0,0,0,4.6,7.9,0.586,4.1,5.6,0.739,2.9,6.4,9.3,1.9,1.4,0.9,2.2,3.1,13.4
1987-88,24,SAC,NBA,PF,79,7,1177,5.5,10.5,0.522,0,0.1,0,5.5,10.4,0.525,4.1,5.4,0.747,2.9,4.2,7,2,1.2,1,2.4,3.6,15
1988-89,25,TOT,NBA,PF,80,33,2012,5.7,11.1,0.513,0,0.1,0,5.7,11,0.518,5,6.3,0.8,3,5.1,8,2.1,1.5,1.2,2.1,3.6,16.4
1988-89,25,SAC,NBA,PF,51,24,1334,6,12,0.502,0,0.2,0,6,11.9,0.509,4.8,6,0.801,2.9,5.3,8.1,2,1.5,1.2,2.2,3.4,16.9
1988-89,25,BOS,NBA,PF,29,9,678,5,9.3,0.54,0,0,NA,5,9.3,0.54,5.5,6.8,0.798,3.2,4.7,7.9,2.3,1.5,1.2,2,4.1,15.6
1989-90,26,BOS,NBA,PF,77,50,1082,4.5,8.3,0.542,0,0,0,4.5,8.3,0.544,3.1,4,0.773,3.1,4.4,7.5,2.3,1.1,1.4,1.9,4.2,12
1990-91,27,BOS,NBA,PF,70,16,1165,4,7.5,0.539,0,0,0,4,7.5,0.541,3.2,3.6,0.897,4.8,5.7,10.5,1.4,1.9,1.3,1.4,4.5,11.3
1991-92,28,BOS,NBA,PF,81,36,1917,3.8,7.1,0.537,0,0,0,3.8,7.1,0.538,3.9,4.8,0.812,4.7,5.9,10.6,1.2,1.3,1.1,1.4,3,11.5
1992-93,29,BOS,NBA,PF,7,5,151,2.4,5.7,0.417,0,0,NA,2.4,5.7,0.417,2.9,3.1,0.923,3.3,6.9,10.3,0.2,1,1.7,1.9,3.1,7.6
1993-94,30,BOS,NBA,PF,76,35,1524,3.6,6.8,0.522,0,0,NA,3.6,6.8,0.522,2.2,3,0.736,3.8,7.5,11.3,1.5,1.4,1,1.5,3.1,9.3
1994-95,31,MIL,NBA,PF,62,17,835,2.1,4.2,0.495,0,0,NA,2.1,4.2,0.495,1.9,2.7,0.71,2.8,6.3,9.1,0.9,1.5,0.7,1.1,2.8,6
1995-96,32,TOT,NBA,PF,74,47,1710,3.6,7.1,0.51,0,0.1,0,3.6,7,0.515,2.9,3.8,0.76,4,5.7,9.6,1.5,1.3,0.6,1.6,3.3,10.1
1995-96,32,TOR,NBA,PF,47,24,1031,4.1,8.1,0.502,0,0.1,0,4.1,8,0.509,3.3,4.3,0.758,4,5.8,9.8,1.7,1.1,0.6,1.9,3.5,11.5
1995-96,32,PHI,NBA,PF,27,23,679,2.9,5.4,0.529,0,0,NA,2.9,5.4,0.529,2.2,2.9,0.764,3.9,5.4,9.3,1.2,1.7,0.6,1.2,2.9,8
1996-97,33,MIA,NBA,PF,27,0,273,3,5.7,0.535,0,0,NA,3,5.7,0.535,2.6,3.3,0.8,3.3,5.3,8.6,0.8,1.1,1.2,2.5,4,8.7
Career,NA,,NBA,,793,335,15698,4.4,8.2,0.535,0,0,0,4.4,8.2,0.538,3.6,4.6,0.765,3.4,5.7,9.1,1.7,1.4,1,1.9,3.5,12.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BOS,NBA,,340,151,6517,4,7.5,0.533,0,0,0,4,7.5,0.535,3.4,4.2,0.806,4.1,5.9,9.9,1.6,1.4,1.2,1.6,3.6,11.4
2 seasons,NA,PHO,NBA,,160,89,3852,5.1,8.9,0.571,0,0,0,5.1,8.9,0.574,4,5.6,0.711,2.6,5.7,8.3,1.9,1.5,0.9,2.6,3.6,14.2
2 seasons,NA,SAC,NBA,,130,31,2511,5.8,11.3,0.511,0,0.1,0,5.8,11.2,0.516,4.4,5.7,0.777,2.9,4.7,7.6,2,1.3,1.1,2.3,3.5,16
1 season,NA,MIL,NBA,,62,17,835,2.1,4.2,0.495,0,0,NA,2.1,4.2,0.495,1.9,2.7,0.71,2.8,6.3,9.1,0.9,1.5,0.7,1.1,2.8,6
1 season,NA,TOR,NBA,,47,24,1031,4.1,8.1,0.502,0,0.1,0,4.1,8,0.509,3.3,4.3,0.758,4,5.8,9.8,1.7,1.1,0.6,1.9,3.5,11.5
1 season,NA,MIA,NBA,,27,0,273,3,5.7,0.535,0,0,NA,3,5.7,0.535,2.6,3.3,0.8,3.3,5.3,8.6,0.8,1.1,1.2,2.5,4,8.7
1 season,NA,PHI,NBA,,27,23,679,2.9,5.4,0.529,0,0,NA,2.9,5.4,0.529,2.2,2.9,0.764,3.9,5.4,9.3,1.2,1.7,0.6,1.2,2.9,8
