,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,22,CHI,NBA,,9,19,,,,,1,3,,,6,1,,,,4,19
1971-72,23,PTC,ABA,,11,,0,,,,7,9,,,,,,,,,25
1973-74,25,BUF,NBA,,2,,,,,,3,5,,,,,,,,,7
1974-75,26,BUF,NBA,,4,,,,,,1,3,,,,,,,,,8
1975-76,27,SSL,ABA,,1,2,0,0,1,2,0,0,,,3,0,,,,,2
Career,,,TOT,,11,,,,,,7,9,,,,,,,,,25
,,,NBA,,9,,,,,,3,5,,,,,,,,,19
,,,ABA,,11,,0,,,,7,9,,,,,,,,,25
,,,,,,,,,,,,,,,,,,,,,
1 Season,,PTC,ABA,,11,,0,,,,7,9,,,,,,,,,25
2 Seasons,,BUF,NBA,,4,,,,,,3,5,,,,,,,,,8
1 Season,,CHI,NBA,,9,19,,,,,1,3,,,6,1,,,,4,19
1 Season,,SSL,ABA,,1,2,0,0,1,2,0,0,,,3,0,,,,,2
