Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,32,SYR,NBA,PG,11,NA,NA,NA,NA,0.338,NA,NA,0.826,NA,NA,NA,NA
1950-51,33,SYR,NBA,PG,7,NA,NA,NA,NA,0.304,NA,NA,0.88,NA,NA,NA,NA
1951-52,34,SYR,NBA,PG,7,NA,88,2.9,12.3,0.233,9,9.4,0.957,4.1,6.1,9.4,14.7
1952-53,35,SYR,NBA,PG,2,NA,28,3.9,6.4,0.6,15.4,19.3,0.8,0,1.3,15.4,23.1
Career,NA,,NBA,,27,NA,116,3.1,10.9,0.314,10.6,11.8,0.866,3.1,5,10.9,16.8
