Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,32,SYR,NBA,PG,11,NA,NA,2.1,6.2,0.338,3.5,4.2,0.826,NA,4.7,3.3,7.6
1950-51,33,SYR,NBA,PG,7,NA,NA,2.4,8,0.304,6.3,7.1,0.88,4.7,5.4,4.4,11.1
1951-52,34,SYR,NBA,PG,7,NA,12.6,1,4.3,0.233,3.1,3.3,0.957,1.4,2.1,3.3,5.1
1952-53,35,SYR,NBA,PG,2,NA,14,1.5,2.5,0.6,6,7.5,0.8,0,0.5,6,9
Career,NA,,NBA,,27,NA,12.9,1.9,5.9,0.314,4.3,5,0.866,2.7,3.9,3.8,8
