Season,Team,Lg,Salary
2014-15,Charlotte Hornets,NBA,"$2,524,200"
2015-16,Portland Trail Blazers,NBA,"$2,637,720"
2016-17,Portland Trail Blazers,NBA,"$2,751,360"
2017-18,Chicago Bulls,NBA,"$3,505,233"
2018-19,New York Knicks,NBA,"$1,621,415"
Career,(may be incomplete),,"$13,039,928"
