Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Gary Leonard,,0.1,0,0,NA
Ruben Boumtje-Boumtje,34.4,0.2,0,0,NA
Hamady N'Diaye,22.4,0.1,0,0,NA
Dan O'Sullivan,4.4,0.1,0.1,0,0
Robert Werdann,-1.9,0.2,0,-0.1,NA
Joe Cooper,-4.4,0.2,0.1,0,NA
Mouhamed Sene,-12.2,0.2,0.2,0,NA
Arinze Onuaku,-19.8,0.3,0,0,NA
Tom Riker,-25.5,0.2,0.2,0,NA
Oleksiy Pecherov,-41.3,0.5,0.1,0,NA
Patrick O'Bryant,-41.7,0.3,0.2,0,0
