Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Gary Leonard,,0.1,0,0
Keith Tower,62.7,0.1,0,0
Nate Bowman,56.5,0.1,0,0
Greg Kite,38.2,0.1,0.1,0
Ruben Boumtje-Boumtje,34.4,0.2,0,0
Hamady N'Diaye,22.4,0.1,0,0
Dan O'Sullivan,10.5,0.1,0.1,0
Chris Engler,3.4,0.2,0,0
Robert Werdann,-1.9,0.2,0,-0.1
Rich King,-2.9,0.2,0.1,0
Joe Cooper,-4.4,0.2,0.1,0
