Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2010-11,23,CHA,NBA,PG,20,66,3.6,0.334,0.4,0.04,0,9.2,4.6,19.6,1.6,0,13.6,20.9,NA,-0.2,0,-0.2,-0.121,NA,-6,-2.1,-8,-0.1
Career,NA,,NBA,,20,66,3.6,0.334,0.4,0.04,0,9.2,4.6,19.6,1.6,0,13.6,20.9,NA,-0.2,0,-0.2,-0.121,NA,-6,-2.1,-8,-0.1
