Season,Team,Lg,Salary
2008-09,Portland Trail Blazers,NBA,"$1,040,640"
2009-10,Portland Trail Blazers,NBA,"$1,118,760"
2010-11,Portland Trail Blazers,NBA,"$1,196,760"
2011-12,Portland Trail Blazers,NBA,"$2,155,365"
2012-13,Portland Trail Blazers,NBA,"$10,850,000"
2013-14,Portland Trail Blazers,NBA,"$11,295,250"
2014-15,Portland Trail Blazers,NBA,"$11,765,500"
2015-16,Charlotte Hornets,NBA,"$12,235,750"
2016-17,Charlotte Hornets,NBA,"$20,869,566"
2017-18,Charlotte Hornets,NBA,"$22,434,783"
2018-19,Charlotte Hornets,NBA,"$24,000,000"
Career,(may be incomplete),,"$118,962,374"
